name,price,position,dob,nationality,height,foot,join_date,contract_expiration
Stijn van Gassel,€850k,Goalkeeper,"Oct 18, 1996 (26)",Netherlands,"1,86m",left,"Jul 1, 2021","Jun 30, 2023"
Norbert Alblas,€275k,Goalkeeper,"Dec 12, 1994 (28)",Netherlands,"1,86m",right,"Aug 31, 2022","Jun 30, 2023"
Pascal Kuiper,€125k,Goalkeeper,"Mar 17, 2004 (19)",Netherlands,"1,94m",right,"Jul 1, 2021","Jun 30, 2025"
Kik Pierie,€1.00m,Centre-Back,"Jul 20, 2000 (22)",Netherlands,"1,83m",left,"Jan 1, 2023","Jun 30, 2023"
Redouan El Yaakoubi,€700k,Centre-Back,"Jan 25, 1996 (27)",Netherlands,"1,83m",right,"Jul 1, 2021","Jun 30, 2023"
Sven Nieuwpoort,€375k,Centre-Back,"Apr 13, 1993 (29)",Netherlands,"1,91m",right,"Jul 27, 2021","Jun 30, 2023"
Maxime Awoudja,€375k,Centre-Back,"Feb 2, 1998 (25)",Germany,"1,88m",right,"Aug 31, 2022","Jun 30, 2023"
Serano Seymor,€300k,Centre-Back,"Jan 4, 2002 (21)",Netherlands,"1,90m",,"Jul 1, 2021","Jun 30, 2023"
Arthur Zagré,€800k,Left-Back,"Oct 4, 2001 (21)",France,"1,68m",left,"Jan 31, 2023","Jun 30, 2023"
Nathan Tjoe-A-On,€500k,Left-Back,"Dec 22, 2001 (21)",Netherlands,"1,82m",left,"Jul 1, 2019","Jun 30, 2024"
Siebe Horemans,€500k,Right-Back,"Jun 2, 1998 (24)",Belgium,"1,86m",right,"Jul 2, 2019","Jun 30, 2024"
Nathan Markelo,€300k,Right-Back,"Jan 7, 1999 (24)",Curacao,"1,82m",right,"Jul 9, 2022","Jun 30, 2025"
Adrian Fein,€600k,Defensive Midfield,"Mar 18, 1999 (24)",Germany,"1,87m",both,"Aug 24, 2022","Jun 30, 2024"
Peer Koopmeiners,€600k,Defensive Midfield,"May 4, 2000 (22)",Netherlands,"1,86m",right,"Jan 10, 2023","Jun 30, 2023"
Joshua Eijgenraam,€400k,Defensive Midfield,"Feb 18, 2002 (21)",Netherlands,-,right,"Jul 1, 2021","Jun 30, 2025"
Julian Baas,€600k,Central Midfield,"Apr 16, 2002 (20)",Netherlands,-,right,"Jul 1, 2020","Jun 30, 2023"
Yassin Ayoub,€400k,Central Midfield,"Mar 6, 1994 (29)",Morocco,"1,74m",left,"Jul 22, 2022","Jun 30, 2024"
Kenzo Goudmijn,€900k,Attacking Midfield,"Dec 18, 2001 (21)",Netherlands,"1,73m",right,"Jan 7, 2022","Jun 30, 2023"
Noah Naujoks,€400k,Attacking Midfield,"May 2, 2002 (20)",Netherlands,"1,83m",right,"Jan 30, 2023","Jun 30, 2025"
Lazaros Lamprou,€700k,Left Winger,"Dec 19, 1997 (25)",Greece,"1,83m",right,"Aug 31, 2022","Jun 30, 2024"
Couhaib Driouech,€450k,Left Winger,"Apr 17, 2002 (20)",Netherlands,"1,75m",right,"Aug 31, 2021","Jun 30, 2025"
Jacky Donkor,€325k,Left Winger,"Nov 12, 1998 (24)",Belgium,"1,76m",right,"Jul 21, 2022","Jun 30, 2025"
Marouan Azarkan,€1.50m,Right Winger,"Dec 8, 2001 (21)",Netherlands,"1,65m",left,"Aug 9, 2021","Jun 30, 2023"
Vicente Besuijen,€600k,Right Winger,"Apr 10, 2001 (21)",Netherlands,"1,69m",right,"Jan 31, 2023","Jun 30, 2023"
Reda Kharchouch,€450k,Centre-Forward,"Aug 27, 1995 (27)",Netherlands,"1,92m",right,"Jul 12, 2022","Jun 30, 2025"
Mike van Duinen,€300k,Centre-Forward,"Nov 6, 1991 (31)",Netherlands,"1,85m",both,"Aug 19, 2022","Jun 30, 2025"
Nikolas Agrafiotis,€250k,Centre-Forward,"Apr 25, 2000 (22)",Serbia,"1,91m",right,"Jan 31, 2022","Jun 30, 2023"
Raphaël Eyongo,€100k,Centre-Forward,"May 21, 2003 (19)",Netherlands,-,right,"Jul 1, 2022","Jun 30, 2023"
