name,price,position,dob,nationality,height,foot,join_date,contract_expiration
Etienne Vaessen,€800k,Goalkeeper,"Jul 26, 1995 (27)",Netherlands,"1,89m",right,"Jul 1, 2015","Jun 30, 2024"
Joel Pereira,€300k,Goalkeeper,"Jun 28, 1996 (26)",Portugal,"1,89m",right,"Jul 5, 2021","Jun 30, 2023"
Mark Spenkelink,€100k,Goalkeeper,"Jan 27, 1997 (26)",Netherlands,"1,96m",,"Jan 31, 2022","Jun 30, 2023"
Joey Kesting,€25k,Goalkeeper,"Mar 7, 2001 (22)",Netherlands,-,,"Jul 1, 2022","Jun 30, 2023"
Shawn Adewoye,€900k,Centre-Back,"Jun 29, 2000 (22)",Belgium,"1,83m",right,"Jan 31, 2021","Jun 30, 2024"
Dario Van den Buijs,€550k,Centre-Back,"Sep 12, 1995 (27)",Belgium,"1,87m",left,"Aug 30, 2021","Jun 30, 2025"
Juriën Gaari,€450k,Centre-Back,"Dec 23, 1993 (29)",Curacao,"1,83m",right,"Jul 1, 2018","Jun 30, 2023"
Lars Nieuwpoort,€175k,Centre-Back,"Oct 29, 1994 (28)",Netherlands,"1,89m",left,"Jul 22, 2019","Jun 30, 2023"
Hans Mulder,€125k,Centre-Back,"Apr 27, 1987 (35)",Netherlands,"1,80m",right,"Oct 4, 2017","Jun 30, 2023"
Thierry Lutonda,€550k,Left-Back,"Oct 27, 2000 (22)",Belgium,"1,67m",left,"Jul 1, 2021","Jun 30, 2024"
Luuk Wouters,€250k,Left-Back,"Jun 8, 1999 (23)",Netherlands,"1,90m",left,"Jul 1, 2020","Jun 30, 2023"
Julian Lelieveld,€700k,Right-Back,"Nov 24, 1997 (25)",Netherlands,"1,78m",right,"Jul 1, 2022","Jun 30, 2025"
Saïd Bakari,€400k,Right-Back,"Sep 22, 1994 (28)",Comoros,"1,78m",right,"Jul 1, 2017","Jun 30, 2023"
Vurnon Anita,€350k,Defensive Midfield,"Apr 4, 1989 (33)",Curacao,"1,69m",right,"Aug 31, 2020","Jun 30, 2023"
Kevin Felida,€350k,Defensive Midfield,"Nov 11, 1999 (23)",Curacao,"1,74m",right,"Jul 1, 2022","Jun 30, 2025"
Pelle Clement,€700k,Central Midfield,"May 19, 1996 (26)",Netherlands,"1,77m",right,"Aug 5, 2022","Jun 30, 2023"
Patrick Vroegh,€450k,Central Midfield,"Nov 29, 1999 (23)",Netherlands,"1,75m",left,"Jul 4, 2022","Jun 30, 2025"
Yassin Oukili,€450k,Central Midfield,"Jan 3, 2001 (22)",Morocco,"1,95m",right,"Jan 20, 2021","Jun 30, 2025"
Sebbe Augustijns,€75k,Central Midfield,"Sep 3, 1999 (23)",Belgium,"1,79m",right,"Jul 1, 2020","Jun 30, 2023"
Iliass Bel Hassani,€500k,Attacking Midfield,"Sep 16, 1992 (30)",Morocco,"1,75m",left,"Jul 1, 2021","Jun 30, 2023"
Chris Lokesa,€400k,Attacking Midfield,"Nov 7, 2004 (18)",Belgium,-,right,"Jan 1, 2023","Jun 30, 2026"
Zakaria Bakkali,€350k,Left Winger,"Jan 26, 1996 (27)",Belgium,"1,68m",right,"Aug 3, 2022","Jun 30, 2024"
Florian Jozefzoon,€500k,Right Winger,"Feb 9, 1991 (32)",Suriname,"1,73m",right,"Aug 4, 2022","Jun 30, 2023"
Roy Kuijpers,€350k,Right Winger,"Jan 17, 2000 (23)",Netherlands,"1,75m",right,"Dec 2, 2021","Jun 30, 2025"
Julen Lobete,€1.70m,Centre-Forward,"Sep 18, 2000 (22)",Spain,"1,77m",right,"Jul 28, 2022","Jun 30, 2023"
Mats Seuntjens,€1.20m,Centre-Forward,"Apr 17, 1992 (30)",Netherlands,"1,87m",right,"Jan 1, 2023","Jun 30, 2023"
Mika Biereth,€600k,Centre-Forward,"Feb 8, 2003 (20)",Denmark,"1,87m",right,"Jul 1, 2022","Jun 30, 2023"
Michiel Kramer,€375k,Centre-Forward,"Dec 3, 1988 (34)",Netherlands,"1,96m",right,"Jul 20, 2021","Jun 30, 2023"
