name,price,position,dob,nationality,height,foot,join_date,contract_expiration
Odysseas Vlachodimos,€16.00m,Goalkeeper,"Apr 26, 1994 (28)",Greece,"1,91m",right,"Jul 1, 2018","Jun 30, 2027"
Samuel Soares,€2.00m,Goalkeeper,"Jun 15, 2002 (20)",Portugal,"1,90m",right,-,"Jun 30, 2027"
André Gomes,€2.00m,Goalkeeper,"Oct 20, 2004 (18)",Portugal,"1,82m",left,-,"Jun 30, 2028"
António Silva,€25.00m,Centre-Back,"Oct 30, 2003 (19)",Portugal,"1,87m",right,"Jul 1, 2022","Jun 30, 2027"
Morato,€15.00m,Centre-Back,"Jun 30, 2001 (21)",Brazil,"1,92m",left,"Jul 1, 2021","Jun 30, 2027"
Lucas Veríssimo,€8.00m,Centre-Back,"Jul 2, 1995 (27)",Brazil,"1,88m",right,"Jan 31, 2021","Jun 30, 2026"
Nicolás Otamendi,€3.00m,Centre-Back,"Feb 12, 1988 (35)",Argentina,"1,83m",right,"Sep 29, 2020","Jun 30, 2023"
Alejandro Grimaldo,€25.00m,Left-Back,"Sep 20, 1995 (27)",Spain,"1,71m",left,"Jan 1, 2016","Jun 30, 2023"
Mihailo Ristić,€3.50m,Left-Back,"Oct 31, 1995 (27)",Serbia,"1,80m",left,"Jul 1, 2022","Jun 30, 2026"
Alexander Bah,€8.00m,Right-Back,"Dec 9, 1997 (25)",Denmark,"1,83m",right,"Jul 1, 2022","Jun 30, 2027"
Gilberto,€6.00m,Right-Back,"Mar 7, 1993 (30)",Brazil,"1,81m",right,"Aug 8, 2020","Jun 30, 2025"
Florentino,€20.00m,Defensive Midfield,"Aug 19, 1999 (23)",Portugal,"1,84m",right,"Jan 1, 2019","Jun 30, 2027"
Fredrik Aursnes,€16.00m,Defensive Midfield,"Dec 10, 1995 (27)",Norway,"1,79m",right,"Aug 24, 2022","Jun 30, 2027"
João Mário,€14.00m,Central Midfield,"Jan 19, 1993 (30)",Portugal,"1,79m",right,"Jul 13, 2021","Jun 30, 2026"
João Neves,€2.50m,Central Midfield,"Sep 27, 2004 (18)",Portugal,"1,74m",right,"Jan 1, 2023","Jun 30, 2028"
Chiquinho,€6.00m,Attacking Midfield,"Jul 19, 1995 (27)",Portugal,"1,75m",right,"Jul 1, 2019","Jun 30, 2024"
Andreas Schjelderup,€9.00m,Left Winger,"Jun 1, 2004 (18)",Norway,"1,76m",right,"Jan 12, 2023","Jun 30, 2028"
Julian Draxler,€8.00m,Left Winger,"Sep 20, 1993 (29)",Germany,"1,85m",right,"Sep 1, 2022","Jun 30, 2023"
David Neres,€22.00m,Right Winger,"Mar 3, 1997 (26)",Brazil,"1,76m",left,"Jul 1, 2022","Jun 30, 2027"
Gonçalo Guedes,€28.00m,Second Striker,"Nov 29, 1996 (26)",Portugal,"1,79m",right,"Jan 19, 2023","Jun 30, 2023"
Rafa,€23.00m,Second Striker,"May 17, 1993 (29)",Portugal,"1,72m",right,"Aug 31, 2016","Jun 30, 2024"
Gonçalo Ramos,€40.00m,Centre-Forward,"Jun 20, 2001 (21)",Portugal,"1,85m",right,"Oct 1, 2020","Jun 30, 2026"
Casper Tengstedt,€6.00m,Centre-Forward,"Jun 1, 2000 (22)",Denmark,"1,84m",right,"Jan 11, 2023","Jun 30, 2028"
Petar Musa,€5.00m,Centre-Forward,"Mar 4, 1998 (25)",Croatia,"1,90m",right,"Jul 2, 2022","Jun 30, 2027"
