name,price,position,dob,nationality,height,foot,join_date,contract_expiration
Ignacio de Arruabarrena,€700k,Goalkeeper,"Jan 16, 1997 (26)",Uruguay,"1,84m",right,"Jul 1, 2022","Jun 30, 2024"
Thiago Silva,€200k,Goalkeeper,"Jun 12, 1996 (26)",Brazil,"1,88m",right,"Jan 1, 2023","Jun 30, 2024"
João Valido,€100k,Goalkeeper,"Mar 3, 2000 (23)",Portugal,"1,85m",right,"Jul 4, 2022","Jun 30, 2025"
João Basso,€800k,Centre-Back,"Jan 13, 1997 (26)",Brazil,"1,87m",right,"Aug 30, 2019","Jun 30, 2024"
Jerome Opoku,€700k,Centre-Back,"Oct 14, 1998 (24)",England,"1,97m",left,"Jul 1, 2022","Jun 30, 2024"
Nino Galovic,€700k,Centre-Back,"Jul 6, 1992 (30)",Croatia,"1,84m",right,"Jan 28, 2022","Jun 30, 2023"
Sema Velázquez,€200k,Centre-Back,"Sep 8, 1990 (32)",Venezuela,"1,84m",right,"Jan 26, 2021","Jun 30, 2023"
Rafael Fernandes,€200k,Centre-Back,"Jun 28, 2002 (20)",Portugal,"1,91m",right,"Jul 12, 2022","Jun 30, 2025"
Weverson,€900k,Left-Back,"Jul 5, 2000 (22)",Brazil,"1,85m",left,"Jan 1, 2023","Jun 30, 2025"
Quaresma,€800k,Left-Back,"Aug 22, 1996 (26)",Brazil,"1,81m",left,"Oct 5, 2020","Jun 30, 2024"
Tiago Esgaio,€700k,Right-Back,"Aug 1, 1995 (27)",Portugal,"1,75m",right,"Aug 25, 2021","Jun 30, 2023"
Bogdan Milovanov,€500k,Right-Back,"Apr 19, 1998 (24)",Ukraine,"1,78m",right,"Jul 9, 2022","Jun 30, 2024"
Uri Busquets,€500k,Defensive Midfield,"Jan 20, 1999 (24)",Spain,"1,85m",right,"Jul 20, 2022","Jun 30, 2025"
Ismaila Soro,€500k,Defensive Midfield,"May 7, 1998 (24)",Cote d'Ivoire,"1,76m",right,"Jul 9, 2022","May 31, 2023"
Vitinho,€400k,Central Midfield,"Jan 4, 2000 (23)",Brazil,"1,75m",right,"Jul 20, 2022","Jun 30, 2025"
David Simão,€250k,Central Midfield,"May 15, 1990 (32)",Portugal,"1,83m",left,"Jan 10, 2022","Jun 30, 2023"
Yaw Moses,€200k,Central Midfield,"Jan 7, 1999 (24)",Ghana,"1,70m",right,"Jul 1, 2017","Jun 30, 2024"
Pedro Moreira,€100k,Central Midfield,"Mar 15, 1989 (34)",Portugal,"1,81m",right,"Feb 1, 2020","Jun 30, 2024"
Alan Ruiz,€700k,Attacking Midfield,"Aug 19, 1993 (29)",Argentina,"1,83m",left,"Jan 29, 2022","Jun 30, 2023"
Benji Michel,€1.50m,Left Winger,"Oct 23, 1997 (25)",United States,"1,78m",right,"Jan 7, 2023","Jun 30, 2025"
Yusuf Lawal,€800k,Left Winger,"Mar 23, 1998 (24)",Nigeria,"1,75m",right,"Jan 28, 2023","Jun 30, 2023"
Antony,€400k,Left Winger,"Sep 8, 2001 (21)",Brazil,"1,85m",right,"Aug 3, 2021","Jun 30, 2023"
Arsénio,€250k,Left Winger,"Aug 30, 1989 (33)",Portugal,"1,80m",right,"Jan 1, 2021","Jun 30, 2023"
Morlaye Sylla,€700k,Right Winger,"Jul 27, 1998 (24)",Guinea,"1,70m",right,"Jul 1, 2022","Jun 30, 2025"
Oday Dabbagh,€1.50m,Centre-Forward,"Dec 3, 1998 (24)",Palestine,"1,83m",left,"Aug 22, 2021","Jun 30, 2023"
Rafa Mújica,€600k,Centre-Forward,"Oct 29, 1998 (24)",Spain,"1,83m",right,"Jul 1, 2022","Jun 30, 2024"
Bruno Marques,€400k,Centre-Forward,"Feb 22, 1999 (24)",Brazil,"1,94m",left,"Jan 25, 2022","Jun 30, 2023"
