name,price,position,dob,nationality,height,foot,join_date,contract_expiration
Antonio Adán,€1.50m,Goalkeeper,"May 13, 1987 (35)",Spain,"1,90m",left,"Aug 20, 2020","Jun 30, 2024"
Franco Israel,€1.00m,Goalkeeper,"Apr 22, 2000 (22)",Uruguay,"1,90m",right,"Jul 5, 2022","Jun 30, 2027"
André Paulo,€100k,Goalkeeper,"Dec 18, 1996 (26)",Portugal,"1,88m",right,"Jul 1, 2022","Jun 30, 2023"
Gonçalo Inácio,€25.00m,Centre-Back,"Aug 25, 2001 (21)",Portugal,"1,85m",left,"Jul 1, 2020","Jun 30, 2026"
Jerry St. Juste,€13.00m,Centre-Back,"Oct 19, 1996 (26)",Netherlands,"1,86m",right,"Jul 1, 2022","Jun 30, 2026"
Sebastián Coates,€6.00m,Centre-Back,"Oct 7, 1990 (32)",Uruguay,"1,96m",right,"Feb 2, 2017","Jun 30, 2024"
Ousmane Diomande,€4.00m,Centre-Back,"Dec 4, 2003 (19)",Cote d'Ivoire,"1,90m",right,"Jan 31, 2023","Jun 30, 2027"
Luís Neto,€800k,Centre-Back,"May 26, 1988 (34)",Portugal,"1,85m",right,"Jul 1, 2019","Jun 30, 2023"
Tiago Ilori,€600k,Centre-Back,"Feb 26, 1993 (30)",Portugal,"1,90m",right,"Jan 29, 2019","Jun 30, 2023"
Matheus Reis,€8.00m,Left-Back,"Feb 18, 1995 (28)",Brazil,"1,84m",left,"Jul 1, 2021","Jun 30, 2025"
Nazinho,€1.00m,Left-Back,"Jul 20, 2003 (19)",Portugal,"1,80m",left,"Jul 1, 2022","Jun 30, 2024"
Héctor Bellerín,€8.00m,Right-Back,"Mar 19, 1995 (28)",Spain,"1,78m",right,"Jan 31, 2023","Jun 30, 2023"
Ricardo Esgaio,€3.50m,Right-Back,"May 16, 1993 (29)",Portugal,"1,72m",right,"Jul 3, 2021","Jun 30, 2026"
Gonçalo Esteves,€2.50m,Right-Back,"Feb 27, 2004 (19)",Portugal,"1,71m",right,"Jul 8, 2021","Jun 30, 2024"
Manuel Ugarte,€25.00m,Defensive Midfield,"Apr 11, 2001 (21)",Uruguay,"1,82m",right,"Aug 9, 2021","Jun 30, 2026"
Hidemasa Morita,€10.00m,Defensive Midfield,"May 10, 1995 (27)",Japan,"1,77m",right,"Jul 1, 2022","Jun 30, 2026"
Mateo Tanlongo,€2.50m,Defensive Midfield,"Aug 12, 2003 (19)",Argentina,"1,83m",right,"Jan 5, 2023","Jun 30, 2027"
Dário Essugo,€2.00m,Defensive Midfield,"Mar 14, 2005 (18)",Portugal,"1,78m",right,-,"Jun 30, 2025"
Eduardo Henrique,€1.50m,Defensive Midfield,"May 17, 1995 (27)",Brazil,"1,86m",right,"Jul 2, 2019","Jun 30, 2024"
Daniel Bragança,€5.00m,Central Midfield,"May 27, 1999 (23)",Portugal,"1,69m",left,"Aug 3, 2020","Jun 30, 2025"
Sotiris Alexandropoulos,€3.00m,Central Midfield,"Nov 26, 2001 (21)",Greece,"1,86m",both,"Aug 29, 2022","Jun 30, 2027"
Mateus Fernandes,€1.50m,Attacking Midfield,"Jul 10, 2004 (18)",Portugal,"1,78m",right,-,"Jun 30, 2027"
Pedro Gonçalves,€30.00m,Left Winger,"Jun 28, 1998 (24)",Portugal,"1,73m",right,"Aug 18, 2020","Jun 30, 2026"
Nuno Santos,€12.00m,Left Winger,"Feb 13, 1995 (28)",Portugal,"1,77m",left,"Aug 21, 2020","Jun 30, 2025"
Arthur Gomes,€4.00m,Left Winger,"Jul 3, 1998 (24)",Brazil,"1,74m",right,"Sep 5, 2022","Jun 30, 2027"
Jovane,€3.50m,Left Winger,"Jun 14, 1998 (24)",Cape Verde,"1,74m",right,"Jul 1, 2018","Jun 30, 2025"
Rochinha,€2.50m,Left Winger,"May 3, 1995 (27)",Portugal,"1,69m",right,"Jul 5, 2022","Jun 30, 2026"
Marcus Edwards,€25.00m,Right Winger,"Dec 3, 1998 (24)",England,"1,68m",left,"Jan 31, 2022","Jun 30, 2026"
Trincão,€15.00m,Right Winger,"Dec 29, 1999 (23)",Portugal,"1,84m",left,"Jul 13, 2022","Jun 30, 2023"
Issahaku Fatawu,€3.00m,Right Winger,"Mar 8, 2004 (19)",Ghana,"1,77m",left,"Jul 1, 2022","Jun 30, 2027"
Paulinho,€8.00m,Centre-Forward,"Nov 9, 1992 (30)",Portugal,"1,87m",left,"Jan 31, 2021","Jun 30, 2026"
Chermiti,€3.00m,Centre-Forward,"May 24, 2004 (18)",Portugal,"1,92m",right,"Jan 10, 2023","Jun 30, 2027"
Rodrigo Ribeiro,€3.00m,Centre-Forward,"Apr 28, 2005 (17)",Portugal,"1,85m",right,-,"Jun 30, 2025"
