name,price,position,dob,nationality,height,foot,join_date,contract_expiration
Lucas Paes,€200k,Goalkeeper,"Dec 7, 1997 (25)",Brazil,"1,93m",right,"Nov 4, 2020","Jun 30, 2024"
João Victor,€100k,Goalkeeper,"May 3, 1998 (24)",Brazil,"1,92m",right,"Jul 6, 2021","Jun 30, 2023"
Ricardo Batista,€100k,Goalkeeper,"Nov 19, 1986 (36)",Portugal,"1,92m",left,"Aug 31, 2020","Jun 30, 2023"
João Nunes,€700k,Centre-Back,"Nov 19, 1995 (27)",Portugal,"1,88m",right,"Jul 4, 2022","Jun 30, 2025"
Nermin Zolotic,€500k,Centre-Back,"Jul 7, 1993 (29)",Bosnia-Herzegovina,"1,89m",left,"Oct 6, 2020","Jun 30, 2023"
Tchamba,€400k,Centre-Back,"Jul 10, 1998 (24)",Cameroon,"1,91m",left,"Aug 31, 2022","Jun 30, 2023"
Léo Bolgado,€300k,Centre-Back,"Aug 20, 1998 (24)",Brazil,"1,90m",right,"Jul 1, 2022","Jun 30, 2025"
Fernando Varela,€300k,Centre-Back,"Nov 26, 1987 (35)",Cape Verde,"1,85m",right,"Jul 7, 2022","Jun 30, 2024"
Vasco Fernandes,€100k,Centre-Back,"Nov 12, 1986 (36)",Portugal,"1,82m",right,"Jul 1, 2021","Jun 30, 2023"
Isaac,€100k,Centre-Back,"Mar 4, 2004 (19)",Portugal,"1,93m",right,"Jul 1, 2022","Jun 30, 2024"
Leonardo Lelo,€1.50m,Left-Back,"Mar 30, 2000 (22)",Portugal,"1,75m",left,"Jul 1, 2021","Jun 30, 2025"
Derick Poloni,€200k,Left-Back,"Sep 1, 1993 (29)",Brazil,"1,73m",left,"Oct 1, 2020","Jun 30, 2023"
Lucas Soares,€600k,Right-Back,"May 4, 1998 (24)",Brazil,"1,76m",right,"Jul 1, 2022","Jun 30, 2025"
Eduardo Fereira,€400k,Right-Back,"Sep 29, 2000 (22)",Venezuela,"1,69m",right,"Jul 22, 2022","Jun 30, 2025"
Afonso Taira,€600k,Defensive Midfield,"Jun 17, 1992 (30)",Portugal,"1,77m",right,"Aug 31, 2021","Jun 30, 2023"
Cuca,€100k,Defensive Midfield,"Jan 9, 1991 (32)",Cape Verde,"1,77m",right,"Jul 1, 2021","Jun 30, 2023"
Romário Baró,€2.50m,Central Midfield,"Jan 25, 2000 (23)",Portugal,"1,79m",right,"Aug 23, 2022","Jun 30, 2023"
Beni,€525k,Central Midfield,"May 21, 2002 (20)",Angola,"1,80m",right,"Jan 27, 2023","Jun 30, 2027"
Neto,€250k,Central Midfield,"Sep 2, 1991 (31)",Brazil,"1,81m",right,"Jul 1, 2021","Jun 30, 2023"
Kuni,€1.00m,Attacking Midfield,"Oct 8, 1997 (25)",Japan,"1,72m",left,"Jul 27, 2022","Jun 30, 2024"
Diogo Pinto,€300k,Attacking Midfield,"Jun 29, 1999 (23)",Portugal,"1,75m",right,"Jul 1, 2022","Jun 30, 2024"
Saviour Godwin,€1.50m,Left Winger,"Aug 22, 1996 (26)",Nigeria,"1,73m",right,"Oct 8, 2020","Jun 30, 2024"
Yuki Soma,€1.20m,Left Winger,"Feb 25, 1997 (26)",Japan,"1,66m",right,"Jan 20, 2023","Jun 30, 2023"
Léo Natel,€400k,Left Winger,"Mar 14, 1997 (26)",Brazil,"1,79m",right,"Aug 1, 2022","Jun 30, 2023"
Kiki,€525k,Right Winger,"Feb 14, 1998 (25)",Portugal,"1,72m",left,"Jan 31, 2023","Jun 30, 2026"
Clayton,€600k,Centre-Forward,"Jan 11, 1999 (24)",Brazil,"1,84m",right,"Jul 26, 2022","Jun 30, 2026"
Felippe Cardoso,€450k,Centre-Forward,"Oct 4, 1998 (24)",Brazil,"1,87m",right,"Jan 24, 2023","Jun 30, 2026"
Rafael Martins,€200k,Centre-Forward,"Mar 17, 1989 (34)",Brazil,"1,77m",right,"Jul 27, 2022","Jun 30, 2024"
