name,price,position,dob,nationality,height,foot,join_date,contract_expiration
Andrew,€2.00m,Goalkeeper,"Jul 1, 2001 (21)",Brazil,"1,89m",right,"Jul 20, 2021","Jun 30, 2026"
Stanislav Kritsyuk,€1.50m,Goalkeeper,"Dec 1, 1990 (32)",Russia,"1,92m",right,"Jul 1, 2022","Jun 30, 2025"
Brian Araújo,€200k,Goalkeeper,"Apr 29, 2000 (22)",Portugal,"1,89m",right,"Jul 1, 2019","Jun 30, 2025"
Tomás Araújo,€3.00m,Centre-Back,"May 16, 2002 (20)",Portugal,"1,87m",right,"Jul 27, 2022","Jun 30, 2023"
Gabriel Pereira,€500k,Centre-Back,"May 7, 2000 (22)",Brazil,"1,88m",right,"Jan 30, 2023","Jun 30, 2026"
Né Lopes,€400k,Centre-Back,"May 29, 2000 (22)",Portugal,"1,85m",right,"Jul 1, 2018","Jun 30, 2024"
Rúben Fernandes,€100k,Centre-Back,"May 6, 1986 (36)",Portugal,"1,87m",right,"Jul 1, 2019","Jun 30, 2023"
Adrián Marín,€1.50m,Left-Back,"Jan 9, 1997 (26)",Spain,"1,87m",left,"Aug 13, 2022","Jun 30, 2024"
Henrique Gomes,€300k,Left-Back,"Nov 30, 1995 (27)",Portugal,"1,85m",left,"Jul 1, 2019","Jun 30, 2023"
Lucas Barros,€250k,Left-Back,"Aug 21, 1999 (23)",Brazil,"1,80m",left,"Jul 2, 2022","Jun 30, 2025"
Zé Carlos,€800k,Right-Back,"Jul 31, 1998 (24)",Portugal,"1,77m",right,"Jan 13, 2023","Jun 30, 2022"
Carraça,€800k,Right-Back,"Mar 1, 1993 (30)",Portugal,"1,77m",right,"Jul 27, 2022","Jun 30, 2023"
Vitor Carvalho,€1.50m,Defensive Midfield,"May 27, 1997 (25)",Brazil,"1,83m",right,"Jul 1, 2021","Jun 30, 2024"
Giorgi Aburjania,€800k,Defensive Midfield,"Jan 2, 1995 (28)",Georgia,"1,86m",both,"Jul 2, 2021","Jun 30, 2023"
Pedro Tiba,€300k,Central Midfield,"Aug 31, 1988 (34)",Portugal,"1,74m",right,"Jul 1, 2022","Jun 30, 2024"
Roan Wilson,€250k,Central Midfield,"May 1, 2002 (20)",Costa Rica,"1,84m",right,"Jan 28, 2023","Jun 30, 2024"
Kanya Fujimoto,€2.00m,Attacking Midfield,"Jul 1, 1999 (23)",Japan,"1,76m",left,"Jul 1, 2022","Jun 30, 2025"
Kevin Villodres,€1.00m,Left Winger,"Feb 26, 2001 (22)",Spain,"1,73m",both,"Jul 23, 2022","Jun 30, 2023"
Marlon,€350k,Left Winger,"Sep 15, 1997 (25)",Brazil,"1,76m",right,"Jan 1, 2023","Jun 30, 2025"
Murilo de Souza,€800k,Right Winger,"Oct 31, 1994 (28)",Brazil,"1,76m",left,"Jul 10, 2021","Jun 30, 2024"
Juan Manuel Boselli,€500k,Right Winger,"Nov 9, 1999 (23)",Uruguay,"1,74m",left,"Jul 15, 2022","Jun 30, 2025"
Bilel Aouacheria,€300k,Right Winger,"Apr 2, 1994 (29)",France,"1,82m",both,"Jul 1, 2021","Jun 30, 2023"
Fran Navarro,€8.00m,Centre-Forward,"Feb 3, 1998 (25)",Spain,"1,79m",right,"Jul 1, 2021","Jun 30, 2024"
Ali Alipour,€1.20m,Centre-Forward,"Nov 11, 1995 (27)",Iran,"1,81m",both,"Jul 1, 2022","Jun 30, 2024"
Depú,€200k,Centre-Forward,"Jan 8, 2000 (23)",Angola,"1,87m",right,"Jan 31, 2023","Jun 30, 2026"
