name,price,position,dob,nationality,height,foot,join_date,contract_expiration
Igor Vekic,€300k,Goalkeeper,"May 6, 1998 (24)",Slovenia,"1,92m",right,"Aug 31, 2021","Jun 30, 2023"
Zé Oliveira,€200k,Goalkeeper,"Apr 6, 2002 (21)",Portugal,"1,86m",right,"Jul 1, 2021","Jun 30, 2023"
Marafona,€125k,Goalkeeper,"May 8, 1987 (35)",Portugal,"1,90m",left,"Jan 4, 2023","Jun 30, 2023"
Erick Ferigra,€800k,Centre-Back,"Feb 7, 1999 (24)",Ecuador,"1,80m",right,"Aug 23, 2022","Jun 30, 2024"
Maracás,€700k,Centre-Back,"Apr 27, 1994 (28)",Brazil,"1,84m",right,"Jan 1, 2023","Jun 30, 2023"
Nuno Lima,€500k,Centre-Back,"Mar 16, 2001 (22)",Portugal,"1,84m",right,"Jul 1, 2020","Jun 30, 2024"
Flávio Ramos,€400k,Centre-Back,"May 12, 1994 (28)",Brazil,"1,91m",right,"Jul 14, 2021","Jun 30, 2023"
Pedro Ganchas,€300k,Centre-Back,"May 31, 2000 (22)",Portugal,"1,90m",left,"Jan 31, 2022","Jun 30, 2025"
Vasco Sousa,€100k,Centre-Back,"Apr 6, 2004 (19)",Portugal,"1,83m",left,-,"Jun 30, 2023"
Antunes,€200k,Left-Back,"Apr 1, 1987 (36)",Portugal,"1,75m",left,"Jul 28, 2021","Jun 30, 2023"
Luís Bastos,€200k,Left-Back,"Sep 10, 2001 (21)",Portugal,"1,75m",left,"Jul 1, 2021","Jun 30, 2025"
João Vigário,€200k,Left-Back,"Nov 20, 1995 (27)",Portugal,"1,80m",left,"Jul 6, 2021","Jun 30, 2023"
Jorge Silva,€400k,Right-Back,"Mar 22, 1996 (27)",Portugal,"1,83m",right,"Jul 1, 2019","Jun 30, 2023"
Rui Pires,€700k,Defensive Midfield,"Mar 22, 1998 (25)",Portugal,"1,82m",right,"Jul 1, 2022","Jun 30, 2024"
Paulo Bernardo,€3.00m,Central Midfield,"Jan 24, 2002 (21)",Portugal,"1,80m",right,"Jan 31, 2023","Jun 30, 2023"
Jordan Holsgrove,€500k,Central Midfield,"Sep 10, 1999 (23)",Scotland,"1,80m",left,"Jul 1, 2022","Jun 30, 2025"
Tiago Ribeiro,€200k,Central Midfield,"Mar 14, 2002 (21)",Portugal,"1,83m",left,"Jan 31, 2023","Jun 30, 2023"
Luíz Carlos,€100k,Central Midfield,"Jul 5, 1985 (37)",Brazil,"1,75m",right,"Aug 9, 2018","Jun 30, 2023"
Matchoi Djaló,€1.50m,Attacking Midfield,"Apr 10, 2003 (19)",Portugal,"1,75m",right,"Jul 1, 2019","Jun 30, 2024"
Nico Gaitán,€300k,Attacking Midfield,"Feb 23, 1988 (35)",Argentina,"1,74m",left,"Jan 31, 2022","Jun 30, 2023"
Nigel Thomas,€700k,Left Winger,"Feb 1, 2001 (22)",Curacao,"1,77m",right,"Jul 7, 2022","Jun 30, 2025"
Mauro Couto,€100k,Left Winger,"Nov 15, 2005 (17)",Portugal,"1,70m",right,-,"Jun 30, 2025"
Juan Delgado,€1.00m,Right Winger,"Mar 5, 1993 (30)",Chile,"1,76m",right,"Jul 1, 2021","Jun 30, 2024"
Uilton,€600k,Right Winger,"Jul 25, 1992 (30)",Brazil,"1,75m",right,"Jul 1, 2021","Jun 30, 2024"
Hernâni,€500k,Right Winger,"Apr 3, 2001 (22)",Portugal,"1,78m",right,"Jan 31, 2023","Jun 30, 2023"
Fábio Gomes,€1.00m,Centre-Forward,"May 25, 1997 (25)",Brazil,"1,92m",right,"Jan 1, 2023","Jun 30, 2023"
Adrián Butzke,€400k,Centre-Forward,"Mar 30, 1999 (24)",Spain,"1,93m",right,"Aug 24, 2022","Jun 30, 2023"
Alexandre Guedes,€350k,Centre-Forward,"Feb 11, 1994 (29)",Portugal,"1,85m",right,"Jan 3, 2023",-
