name,price,position,dob,nationality,height,foot,join_date,contract_expiration
Diogo Costa,€45.00m,Goalkeeper,"Sep 19, 1999 (23)",Portugal,"1,86m",right,"Jul 1, 2019","Jun 30, 2027"
Cláudio Ramos,€1.50m,Goalkeeper,"Nov 16, 1991 (31)",Portugal,"1,83m",right,"Aug 14, 2020","Jun 30, 2024"
Samuel,€1.50m,Goalkeeper,"Mar 29, 1994 (29)",Brazil,"1,88m",right,"Sep 1, 2022","Jun 30, 2027"
David Carmo,€16.00m,Centre-Back,"Jul 19, 1999 (23)",Portugal,"1,96m",left,"Jul 5, 2022","Jun 30, 2027"
Fábio Cardoso,€4.00m,Centre-Back,"Apr 19, 1994 (28)",Portugal,"1,87m",right,"Jul 1, 2021","Jun 30, 2026"
Pepe,€1.00m,Centre-Back,"Feb 26, 1983 (40)",Portugal,"1,87m",right,"Jan 8, 2019","Jun 30, 2023"
Marcano,€500k,Centre-Back,"Jun 23, 1987 (35)",Spain,"1,89m",left,"Jul 11, 2019","Jun 30, 2023"
Zaidu,€10.00m,Left-Back,"Jun 13, 1997 (25)",Nigeria,"1,82m",left,"Aug 30, 2020","Jun 30, 2027"
Wendell,€5.00m,Left-Back,"Jul 20, 1993 (29)",Brazil,"1,76m",left,"Aug 19, 2021","Jun 30, 2025"
João Mário,€16.00m,Right-Back,"Jan 3, 2000 (23)",Portugal,"1,78m",both,"Sep 1, 2020","Jun 30, 2027"
Wilson Manafá,€3.00m,Right-Back,"Jul 23, 1994 (28)",Portugal,"1,77m",right,"Jan 21, 2019","Jun 30, 2023"
Rodrigo Conceição,€1.50m,Right-Back,"Jan 2, 2000 (23)",Portugal,"1,75m",right,"Jul 1, 2022","Jun 30, 2024"
Mateus Uribe,€10.00m,Defensive Midfield,"Mar 21, 1991 (32)",Colombia,"1,82m",right,"Aug 4, 2019","Jun 30, 2023"
Marko Grujić,€9.00m,Defensive Midfield,"Apr 13, 1996 (26)",Serbia,"1,91m",right,"Jul 1, 2022","Jun 30, 2026"
Stephen Eustaquio,€10.00m,Central Midfield,"Dec 21, 1996 (26)",Canada,"1,77m",right,"Jul 1, 2022","Jun 30, 2027"
Bruno Costa,€2.00m,Central Midfield,"Apr 19, 1997 (25)",Portugal,"1,74m",right,"Jul 6, 2021","Jun 30, 2024"
Bernardo Folha,€1.00m,Central Midfield,"Mar 23, 2002 (21)",Portugal,"1,80m",right,"Jan 1, 2023","Jun 30, 2024"
Otávio,€30.00m,Attacking Midfield,"Feb 9, 1995 (28)",Portugal,"1,72m",right,"Sep 1, 2014","Jun 30, 2025"
André Franco,€3.50m,Attacking Midfield,"Apr 12, 1998 (24)",Portugal,"1,77m",left,"Aug 4, 2022","Jun 30, 2027"
Pepê,€22.00m,Left Winger,"Feb 24, 1997 (26)",Brazil,"1,75m",right,"Jul 1, 2021","Jun 30, 2027"
Galeno,€20.00m,Left Winger,"Oct 22, 1997 (25)",Brazil,"1,79m",right,"Jan 31, 2022","Jun 30, 2027"
Gabriel Veron,€12.00m,Left Winger,"Sep 3, 2002 (20)",Brazil,"1,76m",right,"Jul 22, 2022","Jun 30, 2027"
Fernando Andrade,€800k,Left Winger,"Jan 8, 1993 (30)",Brazil,"1,82m",right,"Jan 4, 2019","Jun 30, 2023"
Gonçalo Borges,€2.00m,Right Winger,"Mar 29, 2001 (22)",Portugal,"1,84m",right,-,"Jun 30, 2027"
Evanilson,€22.00m,Centre-Forward,"Oct 6, 1999 (23)",Brazil,"1,83m",both,"Sep 9, 2020","Jun 30, 2027"
Mehdi Taremi,€20.00m,Centre-Forward,"Jul 18, 1992 (30)",Iran,"1,85m",right,"Aug 31, 2020","Jun 30, 2024"
Toni Martínez,€7.00m,Centre-Forward,"Jun 30, 1997 (25)",Spain,"1,87m",right,"Oct 4, 2020","Jun 30, 2025"
Danny Namaso,€3.00m,Centre-Forward,"Aug 28, 2000 (22)",England,"1,82m",right,"Jul 1, 2022","Jun 30, 2025"
