name,price,position,dob,nationality,height,foot,join_date,contract_expiration
Paulo Vítor,€200k,Goalkeeper,"Nov 21, 1988 (34)",Brazil,"1,95m",right,"Aug 6, 2020","Jun 30, 2023"
Rodrigo Moura,€200k,Goalkeeper,"Jan 25, 1996 (27)",Brazil,"1,98m",right,"Jul 1, 2022","Jun 30, 2023"
Gonçalo Pinto,€100k,Goalkeeper,"Apr 30, 2000 (22)",Portugal,"1,94m",right,"Aug 18, 2022","Jun 30, 2023"
Nélson Monte,€800k,Centre-Back,"Jul 20, 1995 (27)",Portugal,"1,87m",right,"Jul 5, 2022","Jun 30, 2023"
Ponck,€400k,Centre-Back,"Jan 13, 1995 (28)",Cape Verde,"1,85m",right,"Sep 1, 2022","Jun 30, 2023"
Edu,€200k,Centre-Back,"May 27, 2002 (20)",Portugal,"1,85m",right,"Jul 1, 2022","Jun 30, 2024"
João Queirós,€150k,Centre-Back,"Apr 22, 1998 (24)",Portugal,"1,92m",left,"Aug 19, 2021","Jun 30, 2023"
Steven Vitória,€100k,Centre-Back,"Jan 11, 1987 (36)",Canada,"1,95m",right,"Jul 4, 2022","Jun 30, 2023"
Guilherme,€100k,Centre-Back,"Oct 21, 2000 (22)",Brazil,"1,91m",left,"Aug 22, 2022","Jun 30, 2027"
Bruno Langa,€700k,Left-Back,"Oct 31, 1997 (25)",Mozambique,"1,78m",left,"Jul 1, 2021","Jun 30, 2024"
Euller,€600k,Left-Back,"Jan 4, 1995 (28)",Brazil,"1,75m",left,"Jul 19, 2022","Jun 30, 2023"
Sandro Cruz,€400k,Left-Back,"May 12, 2001 (21)",Portugal,"1,82m",left,"Jul 23, 2022","Jun 30, 2023"
João Correia,€750k,Right-Back,"Sep 5, 1996 (26)",Cape Verde,"1,75m",right,"Aug 3, 2020","Jun 30, 2025"
Habib Sylla,€100k,Right-Back,"Feb 12, 1999 (24)",Cote d'Ivoire,"1,78m",right,"Jul 1, 2022","Jun 30, 2025"
Sidy Sarr,€700k,Defensive Midfield,"Jun 5, 1996 (26)",Senegal,"1,96m",left,"Sep 15, 2022","Jun 30, 2023"
Guima,€400k,Defensive Midfield,"Nov 14, 1995 (27)",Portugal,"1,81m",right,"Aug 3, 2021","Jun 30, 2023"
Nwankwo Obiora,€175k,Defensive Midfield,"Jul 12, 1991 (31)",Nigeria,"1,87m",right,"Jul 20, 2021","Jun 30, 2023"
João Pedro,€600k,Central Midfield,"Apr 3, 1993 (29)",Portugal,"1,77m",right,"Jan 20, 2023","Jun 30, 2023"
João Teixeira,€750k,Attacking Midfield,"Feb 6, 1994 (29)",Portugal,"1,78m",right,"Jul 2, 2018","Jun 30, 2023"
João Mendes,€500k,Attacking Midfield,"Oct 21, 1994 (28)",Portugal,"1,83m",right,"Jul 5, 2021","Jun 30, 2023"
Luther Singh,€1.00m,Left Winger,"Aug 5, 1997 (25)",South Africa,"1,71m",right,"Aug 24, 2022","Jun 30, 2023"
Issah Abass,€600k,Left Winger,"Sep 26, 1998 (24)",Ghana,"1,73m",right,"Sep 19, 2022","Jun 30, 2025"
Juninho,€500k,Right Winger,"Nov 21, 1996 (26)",Brazil,"1,79m",right,"Oct 19, 2020","Jun 30, 2023"
Jonny Arriba,€400k,Right Winger,"Nov 1, 2001 (21)",Spain,"1,76m",right,"Jul 25, 2022","Jun 30, 2023"
Benny,€300k,Right Winger,"Mar 27, 2000 (22)",Portugal,"1,78m",left,"Jan 27, 2022","Jun 30, 2023"
Héctor Hernández,€800k,Centre-Forward,"Sep 14, 1995 (27)",Spain,"1,80m",right,"Jul 16, 2022","Jun 30, 2023"
Jô,€300k,Centre-Forward,"May 1, 1995 (27)",Brazil,"1,92m",left,"Jan 31, 2022","Jun 30, 2024"
