name,price,position,dob,nationality,height,foot,join_date,contract_expiration
Luiz Júnior,€4.00m,Goalkeeper,"Jan 14, 2001 (22)",Brazil,"1,92m",left,"Nov 1, 2020","Jun 30, 2027"
Ivan Zlobin,€300k,Goalkeeper,"Mar 7, 1997 (26)",Russia,"1,91m",right,"Aug 22, 2020","Jun 30, 2025"
Penetra,€3.00m,Centre-Back,"Sep 9, 2001 (21)",Portugal,"1,86m",right,"Aug 1, 2021","Jun 30, 2026"
Riccieli,€2.00m,Centre-Back,"Sep 17, 1998 (24)",Brazil,"1,84m",right,"Jul 23, 2019","Jun 30, 2027"
Enea Mihaj,€1.50m,Centre-Back,"Jul 5, 1998 (24)",Albania,"1,86m",right,"Aug 15, 2022","Jun 30, 2025"
Diogo Queirós,€500k,Centre-Back,"Jan 5, 1999 (24)",Portugal,"1,85m",right,"Oct 6, 2020","Jun 30, 2023"
Francisco Moura,€3.00m,Left-Back,"Aug 16, 1999 (23)",Portugal,"1,81m",left,"Aug 23, 2022","Jun 30, 2023"
Rúben Lima,€200k,Left-Back,"Oct 3, 1989 (33)",Portugal,"1,77m",left,"Jul 3, 2021","Jun 30, 2024"
Martín Aguirregabiria,€2.00m,Right-Back,"May 10, 1996 (26)",Spain,"1,80m",right,"Jul 18, 2022","Jun 30, 2025"
Gustavo Assunção,€3.00m,Defensive Midfield,"Mar 30, 2000 (22)",Brazil,"1,78m",right,"Jul 1, 2019","Jun 30, 2025"
Santiago Colombatto,€3.00m,Defensive Midfield,"Jan 17, 1997 (26)",Argentina,"1,80m",left,"Aug 2, 2022","Jun 30, 2023"
Pelé,€800k,Defensive Midfield,"Sep 29, 1991 (31)",Guinea-Bissau,"1,82m",right,"Aug 5, 2022","Jun 30, 2023"
André Simões,€300k,Defensive Midfield,"Dec 16, 1989 (33)",Portugal,"1,77m",right,"Jul 1, 2022","Jun 30, 2025"
Zaydou Youssouf,€3.00m,Central Midfield,"Jul 11, 1999 (23)",France,"1,82m",left,"Aug 4, 2022","Jun 30, 2026"
Iván Jaime,€1.50m,Attacking Midfield,"Sep 26, 2000 (22)",Spain,"1,80m",right,"Sep 23, 2020","Jun 30, 2025"
Pedro Brazão,€1.50m,Attacking Midfield,"Dec 30, 2002 (20)",Portugal,"1,78m",left,"Aug 18, 2021","Jun 30, 2026"
Gustavo Sá,€1.00m,Attacking Midfield,"Nov 11, 2004 (18)",Portugal,"1,86m",right,"Jul 1, 2022","Jun 30, 2027"
David Tavares,€300k,Attacking Midfield,"Mar 19, 1999 (24)",Cape Verde,"1,90m",left,"Jul 1, 2021","Jun 30, 2026"
Puma,€1.50m,Left Winger,"Jun 19, 1998 (24)",Panama,"1,80m",left,"Aug 15, 2022","Jun 30, 2026"
Alexandru Dobre,€1.20m,Left Winger,"Aug 30, 1998 (24)",Romania,"1,85m",both,"Jan 8, 2023","Jun 30, 2023"
Ivo Rodrigues,€1.50m,Right Winger,"Mar 30, 1995 (27)",Portugal,"1,80m",right,"Jan 15, 2021","Jun 30, 2024"
Junior Kadile,€600k,Right Winger,"Dec 16, 2002 (20)",France,"1,82m",right,"Jul 15, 2022","Jun 30, 2023"
Leandro Sanca,€400k,Right Winger,"Jan 4, 2000 (23)",Portugal,"1,84m",right,"Jan 13, 2023","Jun 30, 2023"
Théo Fonseca,€200k,Right Winger,"Jun 11, 2000 (22)",Portugal,"1,78m",right,"Jul 1, 2022","Jun 30, 2025"
Jhonder Cádiz,€1.50m,Centre-Forward,"Jul 29, 1995 (27)",Venezuela,"1,90m",right,"Jan 31, 2022","Jun 30, 2023"
Rui Fonte,€600k,Centre-Forward,"Apr 23, 1990 (32)",Portugal,"1,80m",right,"Jul 1, 2022","Jun 30, 2024"
Deni Júnior,€600k,Centre-Forward,"Jul 18, 1995 (27)",Brazil,"1,88m",right,"Jan 30, 2023","Jun 30, 2024"
Pablo,€500k,Centre-Forward,"Jan 2, 2004 (19)",Brazil,"1,84m",right,"Jan 1, 2023","Jun 30, 2027"
