name,price,position,dob,nationality,height,foot,join_date,contract_expiration
Kosuke Nakamura,€600k,Goalkeeper,"Feb 27, 1995 (28)",Japan,"1,85m",right,"Jan 12, 2021","Jun 30, 2025"
Matheus Nogueira,€100k,Goalkeeper,"Sep 20, 1997 (25)",Brazil,"1,91m",right,"Jan 9, 2023","Jun 30, 2026"
Mateusão,€100k,Goalkeeper,"May 2, 2002 (20)",Brazil,"1,99m",right,-,"Jun 30, 2023"
Filipe Relvas,€2.00m,Centre-Back,"Sep 20, 1999 (23)",Portugal,"1,92m",left,"Jul 1, 2021","Jun 30, 2026"
Pedrão,€1.50m,Centre-Back,"May 3, 1997 (25)",Brazil,"1,94m",right,"Feb 1, 2022","Jun 30, 2027"
Wagner,€900k,Centre-Back,"Jul 23, 1999 (23)",Brazil,"1,86m",left,"Jan 1, 2023","Jun 30, 2025"
Ji-su Park,€800k,Centre-Back,"Jun 13, 1994 (28)","Korea, South","1,88m",both,"Jan 26, 2023","Jun 30, 2024"
Lucas,€700k,Centre-Back,"Jul 22, 1992 (30)",Brazil,"1,93m",right,"Jan 24, 2023","Jun 30, 2023"
Carlos Garcés,€700k,Centre-Back,"Oct 11, 2001 (21)",Colombia,"1,86m",right,"Jan 31, 2023","Jun 30, 2024"
Moustapha Seck,€600k,Left-Back,"Feb 23, 1996 (27)",Senegal,"1,76m",left,"Jul 1, 2022","Jun 30, 2025"
Gonçalo Costa,€200k,Left-Back,"Feb 18, 2000 (23)",Portugal,"1,79m",left,"Jul 1, 2022","Jun 30, 2025"
Fahd Moufi,€1.50m,Right-Back,"May 5, 1996 (26)",Morocco,"1,77m",right,"Sep 30, 2020","Jun 30, 2023"
Sérgio Conceição,€500k,Right-Back,"Nov 12, 1996 (26)",Portugal,"1,77m",right,"Jan 31, 2023","Jun 30, 2024"
Zié Ouattara,€300k,Right-Back,"Jan 9, 2000 (23)",Cote d'Ivoire,"1,77m",right,"Jul 1, 2022","Jun 30, 2025"
Pedro Sá,€700k,Defensive Midfield,"Dec 1, 1993 (29)",Portugal,"1,77m",right,"Jul 1, 2016","Jun 30, 2023"
Lucas Ventura,€700k,Defensive Midfield,"May 19, 1998 (24)",Brazil,"1,80m",right,"Jan 24, 2023","Jun 30, 2025"
Henrique Jocú,€400k,Defensive Midfield,"Sep 9, 2001 (21)",Portugal,"1,77m",right,"Jul 7, 2021","Jun 30, 2024"
Mohamed Diaby,€400k,Defensive Midfield,"Sep 3, 1996 (26)",France,"1,88m",right,"Aug 4, 2022","Jun 30, 2025"
Maurício,€300k,Defensive Midfield,"Oct 21, 1988 (34)",Brazil,"1,84m",right,"Jan 25, 2023","Jun 30, 2024"
Paulo Estrela,€500k,Central Midfield,"Feb 20, 1999 (24)",Portugal,"1,71m",right,"Jul 1, 2022","Jun 30, 2026"
Klismahn,€200k,Central Midfield,"Nov 23, 1999 (23)",Brazil,"1,79m",left,"Jul 1, 2022","Jun 30, 2024"
Bruninho,€100k,Central Midfield,"Jul 20, 1999 (23)",Portugal,"1,76m",right,"Jul 1, 2022","Jun 30, 2024"
Carlinhos,€1.00m,Attacking Midfield,"Jun 22, 1994 (28)",Brazil,"1,79m",right,"Jul 16, 2021","Jun 30, 2023"
Luquinha,€700k,Attacking Midfield,"Oct 3, 2000 (22)",Brazil,"1,67m",right,"Jul 1, 2020","Jun 30, 2024"
Anderson Oliveira,€500k,Left Winger,"Jul 16, 1998 (24)",Brazil,"1,69m",right,"Sep 2, 2019","Jun 30, 2023"
Rui Gomes,€500k,Left Winger,"Sep 4, 1997 (25)",Portugal,"1,75m",left,"Jul 1, 2022","Jun 30, 2025"
Roberto Hinojosa,€1.10m,Right Winger,"Jul 2, 1999 (23)",Colombia,"1,70m",left,"Jan 25, 2023","Jun 30, 2024"
Welinton Junior,€900k,Right Winger,"Jun 8, 1993 (29)",Brazil,"1,75m",right,"Aug 3, 2020","Jun 30, 2023"
Yony González,€700k,Right Winger,"Jul 11, 1994 (28)",Colombia,"1,84m",right,"Jan 31, 2023",-
Yong-hak Kim,€100k,Right Winger,"May 20, 2003 (19)","Korea, South","1,72m",left,"Jul 1, 2022","Jun 30, 2023"
Bryan Róchez,€550k,Centre-Forward,"Jan 1, 1995 (28)",Honduras,"1,83m",right,"Jul 13, 2022","Jun 30, 2025"
Yago Cariello,€500k,Centre-Forward,"Jul 27, 1999 (23)",Brazil,"1,85m",left,"Jul 6, 2022","Jun 30, 2025"
Ricardo Matos,€300k,Centre-Forward,"Mar 25, 2000 (22)",Portugal,"1,81m",right,"Jan 31, 2022","Jun 30, 2025"
