name,price,position,dob,nationality,height,foot,join_date,contract_expiration
Matheus,€6.00m,Goalkeeper,"Mar 29, 1992 (30)",Brazil,"1,90m",right,"Jul 1, 2014","Jun 30, 2027"
Lukas Hornicek,€2.00m,Goalkeeper,"Jul 13, 2002 (20)",Czech Republic,"1,94m",right,-,"Jun 30, 2024"
Tiago Sá,€800k,Goalkeeper,"Jan 11, 1995 (28)",Portugal,"1,86m",right,"Jul 1, 2015","Jun 30, 2023"
Tormena,€4.00m,Centre-Back,"Jan 4, 1996 (27)",Brazil,"1,92m",right,"Jul 1, 2019","Jun 30, 2024"
Paulo Oliveira,€3.50m,Centre-Back,"Jan 8, 1992 (31)",Portugal,"1,87m",right,"Jul 1, 2021","Jun 30, 2025"
Sikou Niakaté,€3.00m,Centre-Back,"Jul 10, 1999 (23)",France,"1,86m",left,"Jul 1, 2022","Jun 30, 2023"
Serdar Saatci,€1.50m,Centre-Back,"Feb 14, 2003 (20)",Turkey,"1,90m",right,"Sep 1, 2022","Jun 30, 2027"
Sequeira,€2.50m,Left-Back,"Aug 19, 1990 (32)",Portugal,"1,84m",left,"Jul 1, 2017","Jun 30, 2024"
Cristián Borja,€2.00m,Left-Back,"Feb 18, 1993 (30)",Colombia,"1,80m",left,"Feb 1, 2021","Jun 30, 2025"
Víctor Gómez,€4.00m,Right-Back,"Apr 1, 2000 (22)",Spain,"1,69m",right,"Jul 1, 2022","Jun 30, 2023"
Joe Mendes,€1.50m,Right-Back,"Dec 31, 2002 (20)",Sweden,"1,77m",right,"Jan 28, 2023","Jun 30, 2028"
Dinis Pinto,€300k,Right-Back,"Aug 24, 2000 (22)",Portugal,"1,78m",right,-,"Jun 30, 2023"
Al-Musrati,€16.00m,Defensive Midfield,"Apr 6, 1996 (26)",Libya,"1,89m",right,"Aug 3, 2020","Jun 30, 2026"
Uroš Račić,€6.50m,Defensive Midfield,"Mar 17, 1998 (25)",Serbia,"1,93m",both,"Sep 1, 2022","Jun 30, 2023"
Gorby,€500k,Defensive Midfield,"Jul 25, 2002 (20)",France,"1,83m",right,"Dec 1, 2021","Jun 30, 2027"
André Horta,€5.00m,Central Midfield,"Nov 7, 1996 (26)",Portugal,"1,75m",right,"Jul 1, 2019","Jun 30, 2027"
Castro,€400k,Central Midfield,"Apr 2, 1988 (34)",Portugal,"1,81m",right,"Aug 4, 2020","Jun 30, 2023"
Pedro Santos,-,Central Midfield,"Oct 12, 2000 (22)",Portugal,"1,83m",right,-,"Jun 30, 2025"
Pizzi,€3.00m,Attacking Midfield,"Oct 6, 1989 (33)",Portugal,"1,77m",right,"Jan 30, 2023","Jun 30, 2024"
Ricardo Horta,€20.00m,Left Winger,"Sep 15, 1994 (28)",Portugal,"1,73m",right,"Jul 18, 2017","Jun 30, 2026"
Bruma,€3.60m,Left Winger,"Oct 24, 1994 (28)",Portugal,"1,73m",right,"Jan 29, 2023","Jun 30, 2023"
Álvaro Djaló,€1.50m,Left Winger,"Aug 16, 1999 (23)",Spain,"1,75m",right,"Jul 1, 2022","Jun 30, 2025"
Iuri Medeiros,€6.00m,Right Winger,"Jul 10, 1994 (28)",Portugal,"1,74m",left,"Jul 1, 2021","Jun 30, 2026"
Rodrigo Gomes,€3.00m,Right Winger,"Jul 7, 2003 (19)",Portugal,"1,75m",right,"Jan 1, 2022","Jun 30, 2026"
Abel Ruiz,€8.00m,Centre-Forward,"Jan 28, 2000 (23)",Spain,"1,80m",right,"Jul 1, 2020","Jun 30, 2025"
Simon Banza,€7.00m,Centre-Forward,"Aug 13, 1996 (26)",France,"1,89m",right,"Jul 19, 2022","Jun 30, 2027"
