name,price,position,dob,nationality,height,foot,join_date,contract_expiration
Giorgi Makaridze,€700k,Goalkeeper,"Mar 31, 1990 (33)",Georgia,"1,94m",right,"Jan 11, 2023",-
Matous Trmal,€700k,Goalkeeper,"Oct 2, 1998 (24)",Czech Republic,"1,92m",right,"Jul 24, 2022","Jun 30, 2023"
Marcelo Carné,€250k,Goalkeeper,"Feb 6, 1990 (33)",Brazil,"1,88m",right,"Jan 1, 2023","Jun 30, 2025"
Pedro Teixeira,€100k,Goalkeeper,"Nov 20, 2001 (21)",Portugal,"1,92m",right,"Jul 1, 2021","Jun 30, 2025"
Matheus Costa,€500k,Centre-Back,"Jan 26, 1995 (28)",Brazil,"1,88m",right,"Jul 1, 2021","Jun 30, 2026"
Moisés Mosquera,€300k,Centre-Back,"May 24, 2001 (21)",Colombia,"1,88m",right,"Jul 1, 2022","Jun 30, 2025"
Renê Santos,€300k,Centre-Back,"Apr 21, 1992 (30)",Brazil,"1,87m",both,"Jan 1, 2023","Jun 30, 2023"
Gonçalo Cardoso,€300k,Centre-Back,"Oct 21, 2000 (22)",Portugal,"1,86m",left,"Sep 1, 2022","Jun 30, 2024"
Zainadine,€200k,Centre-Back,"Jun 24, 1988 (34)",Mozambique,"1,80m",right,"Jan 1, 2018","Jun 30, 2024"
Vítor Costa,€600k,Left-Back,"Jul 1, 1994 (28)",Brazil,"1,82m",left,"Jul 23, 2021","Jun 30, 2024"
China,€300k,Left-Back,"Jul 7, 1992 (30)",Portugal,"1,79m",left,"Jul 1, 2016","Jun 30, 2023"
Cláudio Winck,€700k,Right-Back,"Apr 15, 1994 (28)",Brazil,"1,84m",right,"Sep 15, 2020","Jun 30, 2023"
Paulinho,€300k,Right-Back,"Jul 13, 1991 (31)",Portugal,"1,76m",right,"Nov 3, 2022","Jun 30, 2024"
Rafael Brito,€700k,Defensive Midfield,"Jan 19, 2002 (21)",Portugal,"1,83m",right,"Jul 1, 2022","Jun 30, 2023"
Diogo Mendes,€500k,Defensive Midfield,"Jan 24, 1998 (25)",Portugal,"1,82m",right,"Jul 2, 2021","Jun 30, 2026"
Val Soares,€450k,Defensive Midfield,"Mar 12, 1997 (26)",Brazil,"1,76m",right,"Jan 2, 2023","Jun 30, 2025"
João Afonso,€400k,Defensive Midfield,"Feb 9, 1995 (28)",Brazil,"1,81m",right,"Jul 3, 2022","Jun 30, 2024"
André Teles,€100k,Central Midfield,"Apr 6, 1997 (26)",Portugal,"1,80m",both,"Jul 1, 2022","Jun 30, 2023"
Xadas,€1.50m,Attacking Midfield,"Dec 2, 1997 (25)",Portugal,"1,79m",left,"Jul 13, 2021","Jun 30, 2024"
Félix Correia,€1.20m,Left Winger,"Jan 22, 2001 (22)",Portugal,"1,78m",right,"Jan 31, 2023","Jun 30, 2023"
André Vidigal,€1.00m,Left Winger,"Aug 17, 1998 (24)",Portugal,"1,76m",right,"Jul 1, 2021","Jun 30, 2024"
Geny Catamo,€800k,Left Winger,"Jan 26, 2001 (22)",Mozambique,"1,74m",left,"Sep 1, 2022","Jun 30, 2023"
Léo Pereira,€1.50m,Right Winger,"Jun 29, 2000 (22)",Brazil,"1,72m",right,"Jan 1, 2023","Dec 31, 2023"
Edgar Costa,€100k,Right Winger,"Apr 14, 1987 (35)",Portugal,"1,77m",right,"Jul 8, 2014","Jun 30, 2023"
Stefano Beltrame,€500k,Second Striker,"Feb 8, 1993 (30)",Italy,"1,83m",right,"Jan 15, 2021","Jun 30, 2023"
Pablo Moreno,€1.00m,Centre-Forward,"May 3, 2002 (20)",Spain,"1,78m",right,"Jul 29, 2022","Jun 30, 2024"
Brayan Riascos,€700k,Centre-Forward,"Oct 10, 1994 (28)",Colombia,"1,78m",right,"Jan 1, 2023","Jun 30, 2023"
Chuchu,€600k,Centre-Forward,"May 4, 1998 (24)",Venezuela,"1,87m",left,"Jul 30, 2022","Jun 30, 2023"
Percy Liza,€450k,Centre-Forward,"Apr 10, 2000 (22)",Peru,"1,85m",right,"Sep 1, 2022","Jun 30, 2023"
