name,price,position,dob,nationality,height,foot,join_date,contract_expiration
Bruno Varela,€4.00m,Goalkeeper,"Nov 4, 1994 (28)",Portugal,"1,91m",right,"Aug 19, 2020","Jun 30, 2024"
Celton Biai,€500k,Goalkeeper,"Aug 13, 2000 (22)",Portugal,"1,86m",right,"Jul 1, 2022","Jun 30, 2024"
Rafa,-,Goalkeeper,"Sep 28, 2003 (19)",Portugal,"1,93m",right,-,"Jun 30, 2023"
André Amaro,€5.00m,Centre-Back,"Aug 13, 2002 (20)",Portugal,"1,88m",right,"Mar 16, 2021","Jun 30, 2025"
Ibrahima Bamba,€5.00m,Centre-Back,"Apr 22, 2002 (20)",Italy,"1,85m",right,"Feb 1, 2022","Jun 30, 2026"
Mikel Villanueva,€1.50m,Centre-Back,"Apr 14, 1993 (29)",Venezuela,"1,92m",left,"Jul 1, 2022","Jun 30, 2025"
Jorge Fernandes,€1.50m,Centre-Back,"Apr 2, 1997 (25)",Portugal,"1,91m",right,"Aug 4, 2020","Jun 30, 2025"
Mamadou Tounkara,€400k,Centre-Back,"Dec 14, 2001 (21)",France,"1,92m",right,"Jul 1, 2022","Jun 30, 2025"
Afonso Freitas,€1.00m,Left-Back,"Apr 7, 2000 (22)",Portugal,"1,81m",left,"Jul 1, 2022","Jun 30, 2025"
Ryoya Ogawa,€700k,Left-Back,"Nov 24, 1996 (26)",Japan,"1,83m",left,"Jul 1, 2022","Jun 30, 2023"
Hélder Sá,€600k,Left-Back,"Nov 10, 2002 (20)",Portugal,"1,87m",left,"Jul 1, 2021","Jun 30, 2025"
Maga,€2.00m,Right-Back,"Nov 16, 2002 (20)",Portugal,"1,75m",right,"Jan 1, 2022","Jun 30, 2025"
Zé Carlos,€1.00m,Right-Back,"Oct 30, 2001 (21)",Portugal,"1,72m",right,"Aug 25, 2022","Jun 30, 2023"
Bruno Gaspar,€500k,Right-Back,"Apr 21, 1993 (29)",Angola,"1,80m",right,"Jan 31, 2022","Jun 30, 2026"
Tomás Händel,€2.50m,Defensive Midfield,"Nov 27, 2000 (22)",Portugal,"1,80m",left,"Jul 1, 2021","Jun 30, 2026"
Manu,€600k,Defensive Midfield,"Jun 12, 2001 (21)",Portugal,"1,90m",right,"Jan 31, 2023","Jun 30, 2027"
Matheus Índio,€500k,Defensive Midfield,"Aug 27, 1999 (23)",Brazil,"1,82m",right,"Jul 1, 2022","Jun 30, 2025"
Dani Silva,€1.00m,Central Midfield,"Apr 11, 2000 (22)",Portugal,"1,80m",right,"Jul 1, 2022","Jun 30, 2027"
André André,€800k,Central Midfield,"Aug 26, 1989 (33)",Portugal,"1,74m",right,"Jul 4, 2018","Jun 30, 2024"
Nicolas Janvier,€800k,Central Midfield,"Aug 11, 1998 (24)",France,"1,72m",right,"Jul 1, 2020","Jun 30, 2024"
Gonçalo Nogueira,€300k,Central Midfield,"Dec 28, 2003 (19)",Portugal,"1,80m",right,"Jan 1, 2023","Jun 30, 2027"
Tiago Silva,€1.50m,Attacking Midfield,"Jun 2, 1993 (29)",Portugal,"1,72m",right,"Aug 7, 2021","Jun 30, 2026"
Jota Silva,€1.00m,Left Winger,"Aug 1, 1999 (23)",Portugal,"1,79m",right,"Jul 1, 2022","Jun 30, 2025"
Nélson Luz,€1.00m,Left Winger,"Feb 4, 1998 (25)",Angola,"1,83m",left,"Jan 1, 2022","Jun 30, 2025"
Mikey Johnston,€800k,Left Winger,"Apr 19, 1999 (23)",Ireland,"1,76m",right,"Sep 1, 2022","Jun 30, 2023"
Rúben Lameiras,€1.00m,Right Winger,"Dec 22, 1994 (28)",Portugal,"1,74m",left,"Jan 8, 2021","Jun 30, 2024"
André Silva,€2.00m,Centre-Forward,"Jun 3, 1997 (25)",Brazil,"1,81m",left,"Jul 15, 2022","Jun 30, 2026"
Anderson Silva,€1.50m,Centre-Forward,"Nov 21, 1997 (25)",Brazil,"1,86m",right,"Jul 1, 2022","Jun 30, 2025"
Alisson Safira,€500k,Centre-Forward,"Mar 17, 1995 (28)",Brazil,"1,85m",right,"Sep 1, 2022","Jun 30, 2025"
