name,price,position,dob,nationality,height,foot,join_date,contract_expiration
Jhonatan,€800k,Goalkeeper,"May 8, 1991 (31)",Brazil,"1,90m",right,"Jul 1, 2022","Jun 30, 2025"
Magrão,€100k,Goalkeeper,"May 15, 2000 (22)",Brazil,"1,97m",right,-,"Jun 30, 2024"
Patrick William,€700k,Centre-Back,"Jun 3, 1997 (25)",Brazil,"1,87m",right,"Jul 9, 2022","Jun 30, 2025"
Josué Sá,€700k,Centre-Back,"Jun 17, 1992 (30)",Portugal,"1,87m",right,"Aug 26, 2022","Jun 30, 2024"
Renato Pantalon,€475k,Centre-Back,"Oct 27, 1997 (25)",Croatia,"1,94m",right,"Jul 19, 2021","Jun 30, 2024"
Miguel Nóbrega,€300k,Centre-Back,"Apr 17, 2000 (22)",Portugal,"1,89m",right,"Jul 15, 2022","Jun 30, 2025"
Aderllan Santos,€300k,Centre-Back,"Apr 9, 1989 (33)",Brazil,"1,93m",right,"Jul 1, 2020","Jun 30, 2023"
Sávio,€250k,Left-Back,"May 26, 1995 (27)",Brazil,"1,73m",left,"Feb 1, 2021","Jun 30, 2025"
Costinha,€1.50m,Right-Back,"Mar 26, 2000 (23)",Portugal,"1,81m",right,"Aug 3, 2020","Jun 30, 2026"
Andreas Samaris,€400k,Defensive Midfield,"Jun 13, 1989 (33)",Greece,"1,89m",right,"Aug 29, 2022","Jun 30, 2023"
Amine,€350k,Defensive Midfield,"Nov 4, 1992 (30)",Morocco,"1,84m",right,"Jan 5, 2022","Jun 30, 2023"
Vítor Gomes,€100k,Defensive Midfield,"Dec 25, 1987 (35)",Portugal,"1,82m",right,"Jul 1, 2021","Jun 30, 2023"
João Graça,€400k,Central Midfield,"Jun 18, 1995 (27)",Portugal,"1,77m",right,"Aug 25, 2021","Jun 30, 2024"
Guga,€2.00m,Attacking Midfield,"Jul 18, 1997 (25)",Portugal,"1,68m",right,"Jan 14, 2021","Jun 30, 2024"
Miguel Baeza,€1.00m,Attacking Midfield,"Mar 27, 2000 (23)",Spain,"1,77m",left,"Aug 31, 2022","Jun 30, 2023"
Bruno Ventura,€150k,Attacking Midfield,"Feb 27, 2001 (22)",Portugal,"1,74m",right,"Jan 20, 2023","Jun 30, 2025"
Fábio Ronaldo,€800k,Left Winger,"Apr 28, 2001 (21)",Portugal,"1,78m",right,"Aug 1, 2021","Jun 30, 2026"
Emmanuel Boateng,€700k,Left Winger,"May 23, 1996 (26)",Ghana,"1,75m",right,"Aug 16, 2022","Jun 30, 2024"
Paulo Vitor,€300k,Left Winger,"Jun 24, 1999 (23)",Brazil,"1,70m",right,"Jul 16, 2022","Jun 30, 2023"
Joca,€450k,Right Winger,"Jan 30, 1996 (27)",Portugal,"1,68m",right,"Jul 2, 2021","Jun 30, 2024"
Hernâni,€300k,Right Winger,"Aug 20, 1991 (31)",Portugal,"1,80m",left,"Aug 9, 2022","Jun 30, 2023"
Ukra,€100k,Right Winger,"Mar 16, 1988 (35)",Portugal,"1,76m",right,"Jul 12, 2021","Jun 30, 2023"
Leonardo Ruiz,€400k,Centre-Forward,"Apr 18, 1996 (26)",Colombia,"1,87m",right,"Jul 29, 2022","Jun 30, 2024"
André Pereira,€300k,Centre-Forward,"May 5, 1995 (27)",Portugal,"1,88m",left,"Aug 31, 2020","Jun 30, 2024"
