name,price,position,dob,nationality,height,foot,join_date,contract_expiration
Gabriel Batista,€500k,Goalkeeper,"Jun 3, 1998 (24)",Brazil,"1,88m",right,"Aug 25, 2022","Jun 30, 2025"
Ricardo Fernandes,€200k,Goalkeeper,"Oct 28, 1994 (28)",Portugal,"1,93m",right,"Jul 1, 2021","Jun 30, 2024"
Marco Pereira,€200k,Goalkeeper,"Dec 1, 1987 (35)",Portugal,"1,84m",right,"Jul 1, 2017","Jun 30, 2024"
Marcos Díaz,€100k,Goalkeeper,"Feb 5, 1986 (37)",Argentina,"1,87m",right,"Jan 12, 2023",-
Ygor Nogueira,€900k,Centre-Back,"Mar 27, 1995 (27)",Brazil,"1,87m",right,"Jan 31, 2023","Jun 30, 2023"
Kennedy Boateng,€800k,Centre-Back,"Nov 29, 1996 (26)",Togo,"1,91m",right,"Jul 2, 2021","Jun 30, 2023"
Paulo Eduardo,€700k,Centre-Back,"Feb 14, 2002 (21)",Brazil,"1,87m",left,"Aug 6, 2022","Jun 30, 2026"
Ítalo,€300k,Centre-Back,"Feb 18, 2002 (21)",Brazil,"1,91m",left,"Sep 1, 2022","Jun 30, 2026"
Xavi Quintillà,€1.00m,Left-Back,"Aug 23, 1996 (26)",Spain,"1,77m",left,"Jul 3, 2022","Jun 30, 2024"
Paulo Henrique,€400k,Left-Back,"Oct 23, 1996 (26)",Portugal,"1,82m",right,"Jul 1, 2021","Jun 30, 2024"
Nanu,€1.50m,Right-Back,"May 17, 1994 (28)",Guinea-Bissau,"1,77m",right,"Jan 31, 2023","Jun 30, 2023"
Tomás Domingos,€500k,Right-Back,"May 1, 1999 (23)",Portugal,"1,75m",right,"Jul 1, 2022","Jun 30, 2025"
Calila,€300k,Right-Back,"Oct 10, 1998 (24)",Portugal,"1,80m",right,"Aug 19, 2022","Jun 30, 2025"
Pierre Sagna,€250k,Right-Back,"Aug 21, 1990 (32)",Senegal,"1,83m",right,"Jan 30, 2020","Jun 30, 2024"
Kento Misao,€1.60m,Defensive Midfield,"Apr 16, 1996 (26)",Japan,"1,81m",right,"Jan 1, 2023","Jun 30, 2024"
Bobsin,€1.00m,Defensive Midfield,"Jan 12, 2000 (23)",Brazil,"1,84m",left,"Jul 18, 2022","Jun 30, 2025"
Adriano Firmino,€600k,Defensive Midfield,"Nov 4, 1999 (23)",Brazil,"1,87m",right,"Aug 7, 2022","Jun 30, 2027"
Anderson Carvalho,€300k,Defensive Midfield,"May 20, 1990 (32)",Brazil,"1,74m",right,"Jul 26, 2018","Jun 30, 2023"
Bruno Jordão,€1.60m,Central Midfield,"Oct 12, 1998 (24)",Portugal,"1,80m",right,"Aug 23, 2022","Jun 30, 2023"
Rildo,€1.00m,Attacking Midfield,"Jan 21, 2000 (23)",Brazil,"1,78m",both,"Jul 25, 2022","Jun 30, 2027"
Bruno Almeida,€450k,Attacking Midfield,"Sep 9, 1996 (26)",Portugal,"1,72m",left,"Aug 10, 2022","Jun 30, 2023"
MT,€450k,Attacking Midfield,"Mar 1, 2001 (22)",Brazil,"1,85m",left,"Aug 24, 2022","Jun 30, 2023"
Costinha,€400k,Attacking Midfield,"Aug 25, 1992 (30)",Portugal,"1,70m",right,"Jan 1, 2020","Jun 30, 2023"
Filip Stevanovic,€2.00m,Left Winger,"Sep 25, 2002 (20)",Serbia,"1,77m",right,"Aug 31, 2022","Jun 30, 2023"
Ricardinho,€800k,Left Winger,"Aug 6, 1998 (24)",Portugal,"1,68m",right,"Aug 25, 2019","Jun 30, 2025"
Allano,€400k,Left Winger,"Apr 24, 1995 (27)",Brazil,"1,82m",left,"Jan 11, 2021","Jun 30, 2024"
Gabriel Silva,€2.50m,Right Winger,"Mar 22, 2002 (20)",Brazil,"1,77m",right,"Jul 18, 2022","Jun 30, 2023"
Andrezinho,€200k,Right Winger,"Dec 1, 1996 (26)",Portugal,"1,74m",right,"Jul 26, 2022","Jun 30, 2024"
André Mesquita,€100k,Right Winger,"Oct 10, 1997 (25)",Portugal,"1,70m",left,"Aug 14, 2020","Jun 30, 2023"
Matheus Babi,€1.50m,Centre-Forward,"Jul 18, 1997 (25)",Brazil,"1,91m",right,"Aug 22, 2022","Jun 30, 2023"
Kyosuke Tagawa,€800k,Centre-Forward,"Feb 11, 1999 (24)",Japan,"1,81m",left,"Jan 18, 2022","Jun 30, 2023"
Walter González,€350k,Centre-Forward,"May 21, 1995 (27)",Paraguay,"1,85m",right,"Jan 26, 2023","Jun 30, 2023"
