name,price,position,dob,nationality,height,foot,join_date,contract_expiration
Florian Müller,€3.00m,Goalkeeper,"Nov 13, 1997 (25)",Germany,"1,90m",left,"Jul 1, 2021","Jun 30, 2025"
Fabian Bredlow,€700k,Goalkeeper,"Mar 2, 1995 (28)",Germany,"1,90m",both,"Jul 1, 2019","Jun 30, 2024"
Florian Schock,€200k,Goalkeeper,"May 22, 2001 (21)",Germany,"2,00m",right,"Sep 7, 2021","Jun 30, 2024"
Konstantinos Mavropanos,€15.00m,Centre-Back,"Dec 11, 1997 (25)",Greece,"1,94m",right,"Jul 1, 2022","Jun 30, 2025"
Hiroki Ito,€5.50m,Centre-Back,"May 12, 1999 (23)",Japan,"1,88m",left,"Jul 1, 2022","Jun 30, 2025"
Dan-Axel Zagadou,€5.00m,Centre-Back,"Jun 3, 1999 (23)",France,"1,96m",left,"Sep 19, 2022","Jun 30, 2026"
Waldemar Anton,€4.50m,Centre-Back,"Jul 20, 1996 (26)",Germany,"1,89m",right,"Jul 28, 2020","Jun 30, 2025"
Antonis Aidonis,€350k,Centre-Back,"May 22, 2001 (21)",Germany,"1,86m",right,"Jul 24, 2020","Jun 30, 2023"
Borna Sosa,€20.00m,Left-Back,"Jan 21, 1998 (25)",Croatia,"1,87m",left,"Jul 1, 2018","Jun 30, 2025"
Josha Vagnoman,€3.70m,Right-Back,"Dec 11, 2000 (22)",Germany,"1,90m",right,"Jul 9, 2022","Jun 30, 2026"
Pascal Stenzel,€1.50m,Right-Back,"Mar 20, 1996 (26)",Germany,"1,83m",right,"Jul 1, 2020","Jun 30, 2024"
Wataru Endo,€6.50m,Defensive Midfield,"Feb 9, 1993 (30)",Japan,"1,78m",right,"Jul 1, 2020","Jun 30, 2024"
Atakan Karazor,€4.50m,Defensive Midfield,"Oct 13, 1996 (26)",Germany,"1,91m",right,"Jul 1, 2019","Jun 30, 2026"
Enzo Millot,€2.50m,Central Midfield,"Jul 17, 2002 (20)",France,"1,74m",left,"Aug 14, 2021","Jun 30, 2025"
Nikolas Nartey,€1.80m,Central Midfield,"Feb 22, 2000 (23)",Denmark,"1,85m",left,"Aug 29, 2019","Jun 30, 2025"
Genki Haraguchi,€2.00m,Attacking Midfield,"May 9, 1991 (31)",Japan,"1,78m",right,"Jan 30, 2023","Jun 30, 2024"
Lilian Egloff,€1.50m,Attacking Midfield,"Aug 20, 2002 (20)",Germany,"1,82m",right,"Jul 1, 2020","Jun 30, 2024"
Ömer Beyaz,€700k,Attacking Midfield,"Aug 29, 2003 (19)",Turkey,"1,71m",left,"Jul 1, 2021","Jun 30, 2025"
Laurin Ulrich,€500k,Attacking Midfield,"Jan 31, 2005 (18)",Germany,"1,80m",right,"Jul 1, 2022","Jun 30, 2026"
Tanguy Coulibaly,€2.00m,Left Winger,"Feb 18, 2001 (22)",France,"1,78m",left,"Jul 2, 2019","Jun 30, 2023"
Silas,€13.00m,Right Winger,"Oct 6, 1998 (24)",DR Congo,"1,89m",right,"Aug 13, 2019","Jun 30, 2026"
Chris Führich,€4.00m,Right Winger,"Jan 9, 1998 (25)",Germany,"1,81m",right,"Jul 19, 2021","Jun 30, 2025"
Gil Dias,€2.00m,Right Winger,"Sep 28, 1996 (26)",Portugal,"1,86m",left,"Jan 30, 2023","Jun 30, 2025"
Serhou Guirassy,€10.00m,Centre-Forward,"Mar 12, 1996 (27)",Guinea,"1,87m",right,"Sep 1, 2022","Jun 30, 2023"
Tiago Tomás,€7.00m,Centre-Forward,"Jun 16, 2002 (20)",Portugal,"1,80m",right,"Jan 30, 2022","Jun 30, 2023"
Luca Pfeiffer,€2.80m,Centre-Forward,"Aug 20, 1996 (26)",Germany,"1,96m",right,"Aug 2, 2022","Jun 30, 2026"
Juan José Perea,€2.40m,Centre-Forward,"Feb 23, 2000 (23)",Colombia,"1,80m",right,"Jul 8, 2022","Jun 30, 2026"
Thomas Kastanaras,€400k,Centre-Forward,"Jan 9, 2003 (20)",Germany,"1,86m",,"Jul 1, 2022","Jun 30, 2025"
Alou Kuol,€300k,Centre-Forward,"Jul 5, 2001 (21)",Australia,"1,81m",right,"Jul 1, 2022","Jun 30, 2025"
