name,price,position,dob,nationality,height,foot,join_date,contract_expiration
Koen Casteels,€8.00m,Goalkeeper,"Jun 25, 1992 (30)",Belgium,"1,97m",left,"Jan 21, 2015","Jun 30, 2024"
Pavao Pervan,€400k,Goalkeeper,"Nov 13, 1987 (35)",Austria,"1,94m",both,"Jul 1, 2018","Jun 30, 2024"
Philipp Schulze,€200k,Goalkeeper,"Jan 29, 2003 (20)",Germany,"1,90m",,"Jul 1, 2021","Jun 30, 2023"
Niklas Klinger,€100k,Goalkeeper,"Oct 13, 1995 (27)",Germany,"1,87m",right,"Jul 1, 2019","Jun 30, 2023"
Maxence Lacroix,€20.00m,Centre-Back,"Apr 6, 2000 (23)",France,"1,90m",right,"Aug 25, 2020","Jun 30, 2025"
Micky van de Ven,€18.00m,Centre-Back,"Apr 19, 2001 (21)",Netherlands,"1,93m",left,"Aug 31, 2021","Jun 30, 2027"
Sebastiaan Bornauw,€8.50m,Centre-Back,"Mar 22, 1999 (24)",Belgium,"1,91m",right,"Jul 16, 2021","Jun 30, 2026"
Paulo Otávio,€6.50m,Left-Back,"Nov 23, 1994 (28)",Brazil,"1,73m",left,"Jul 1, 2019","Jun 30, 2023"
Nicolas Cozza,€5.00m,Left-Back,"Jan 8, 1999 (24)",France,"1,78m",left,"Jan 25, 2023","Jun 30, 2027"
Ridle Baku,€13.00m,Right-Back,"Apr 8, 1998 (24)",Germany,"1,76m",right,"Oct 1, 2020","Jun 30, 2025"
Kilian Fischer,€2.00m,Right-Back,"Oct 12, 2000 (22)",Germany,"1,82m",both,"Jul 1, 2022","Jun 30, 2027"
Bartol Franjic,€4.00m,Defensive Midfield,"Jan 14, 2000 (23)",Croatia,"1,88m",left,"Jul 1, 2022","Jun 30, 2027"
Josuha Guilavogui,€3.00m,Defensive Midfield,"Sep 19, 1990 (32)",France,"1,88m",right,"Jul 1, 2016","Jun 30, 2023"
Maximilian Arnold,€17.00m,Central Midfield,"May 27, 1994 (28)",Germany,"1,84m",left,"Jan 1, 2012","Jun 30, 2026"
Mattias Svanberg,€15.00m,Central Midfield,"Jan 5, 1999 (24)",Sweden,"1,85m",right,"Jul 16, 2022","Jun 30, 2027"
Yannick Gerhardt,€7.00m,Central Midfield,"Mar 13, 1994 (29)",Germany,"1,84m",left,"Jul 1, 2016","Jun 30, 2025"
Kevin Paredes,€5.00m,Left Midfield,"May 7, 2003 (19)",United States,"1,70m",left,"Jan 28, 2022","Jun 30, 2026"
Felix Nmecha,€8.00m,Attacking Midfield,"Oct 10, 2000 (22)",Germany,"1,90m",right,"Jul 21, 2021","Jun 30, 2024"
Jakub Kaminski,€10.00m,Left Winger,"Jun 5, 2002 (20)",Poland,"1,79m",right,"Jul 1, 2022","Jun 30, 2027"
Omar Marmoush,€6.00m,Left Winger,"Feb 7, 1999 (24)",Egypt,"1,83m",right,"Jul 1, 2020","Jun 30, 2023"
Patrick Wimmer,€12.00m,Right Winger,"May 30, 2001 (21)",Austria,"1,82m",,"Jul 1, 2022","Jun 30, 2027"
Luca Waldschmidt,€3.00m,Second Striker,"May 19, 1996 (26)",Germany,"1,81m",left,"Aug 22, 2021","Jun 30, 2025"
Lukas Nmecha,€14.00m,Centre-Forward,"Dec 14, 1998 (24)",Germany,"1,85m",right,"Jul 16, 2021","Jun 30, 2025"
Jonas Wind,€14.00m,Centre-Forward,"Feb 7, 1999 (24)",Denmark,"1,90m",right,"Jan 31, 2022","Jun 30, 2026"
Dzenan Pejcinovic,€1.00m,Centre-Forward,"Feb 15, 2005 (18)",Germany,"1,88m",left,"Jul 14, 2022","Jun 30, 2027"
