name,price,position,dob,nationality,height,foot,join_date,contract_expiration
Oliver Baumann,€4.50m,Goalkeeper,"Jun 2, 1990 (32)",Germany,"1,87m",right,"Jul 1, 2014","Jun 30, 2024"
Philipp Pentke,€300k,Goalkeeper,"May 1, 1985 (37)",Germany,"1,91m",right,"Jul 1, 2019","Jun 30, 2023"
Luca Philipp,€300k,Goalkeeper,"Nov 28, 2000 (22)",Germany,"1,92m",,"Jul 31, 2020","Jun 30, 2023"
Nahue Noll,€250k,Goalkeeper,"Mar 17, 2003 (20)",Germany,"1,88m",both,"Jul 1, 2021","Jun 30, 2025"
Ozan Kabak,€10.00m,Centre-Back,"Mar 25, 2000 (23)",Turkey,"1,87m",right,"Jul 23, 2022","Jun 30, 2026"
Stanley Nsoki,€8.50m,Centre-Back,"Apr 9, 1999 (23)",France,"1,84m",left,"Aug 3, 2022","Jun 30, 2027"
Kevin Akpoguma,€4.00m,Centre-Back,"Apr 19, 1995 (27)",Nigeria,"1,92m",right,"Jul 1, 2013","Jun 30, 2024"
Kevin Vogt,€3.50m,Centre-Back,"Sep 23, 1991 (31)",Germany,"1,94m",right,"Jul 1, 2016","Jun 30, 2025"
John Anthony Brooks,€3.00m,Centre-Back,"Jan 28, 1993 (30)",United States,"1,94m",left,"Jan 26, 2023","Jun 30, 2024"
Eduardo Quaresma,€3.00m,Centre-Back,"Mar 2, 2002 (21)",Portugal,"1,85m",right,"Aug 4, 2022","Jun 30, 2023"
Ermin Bicakcic,€1.00m,Centre-Back,"Jan 24, 1990 (33)",Bosnia-Herzegovina,"1,85m",right,"Jul 1, 2014","Jun 30, 2023"
Angeliño,€14.00m,Left-Back,"Jan 4, 1997 (26)",Spain,"1,71m",left,"Aug 8, 2022","Jun 30, 2023"
Pavel Kaderabek,€4.00m,Right-Back,"Apr 25, 1992 (30)",Czech Republic,"1,82m",right,"Jul 1, 2015","Jun 30, 2025"
Justin Che,€2.00m,Right-Back,"Nov 18, 2003 (19)",United States,"1,85m",right,"Jan 18, 2023","Jun 30, 2023"
Angelo Stiller,€6.00m,Defensive Midfield,"Apr 4, 2001 (21)",Germany,"1,83m",left,"Jul 1, 2021","Jun 30, 2025"
Sebastian Rudy,€1.50m,Defensive Midfield,"Feb 28, 1990 (33)",Germany,"1,80m",right,"Jul 1, 2021","Jun 30, 2023"
Dennis Geiger,€9.00m,Central Midfield,"Jun 10, 1998 (24)",Germany,"1,73m",right,"Jul 1, 2016","Jun 30, 2023"
Grischa Prömel,€7.50m,Central Midfield,"Jan 9, 1995 (28)",Germany,"1,84m",right,"Jul 1, 2022","Jun 30, 2026"
Thomas Delaney,€3.00m,Central Midfield,"Sep 3, 1991 (31)",Denmark,"1,82m",left,"Jan 30, 2023","Jun 30, 2023"
Finn Ole Becker,€1.00m,Central Midfield,"Jun 8, 2000 (22)",Germany,"1,77m",left,"Jul 1, 2022","Jun 30, 2026"
Umut Tohumcu,€1.00m,Central Midfield,"Aug 11, 2004 (18)",Germany,"1,75m",both,"Jan 18, 2023","Jun 30, 2026"
Robert Skov,€9.00m,Right Midfield,"May 20, 1996 (26)",Denmark,"1,85m",left,"Jul 29, 2019","Jun 30, 2024"
Christoph Baumgartner,€20.00m,Attacking Midfield,"Aug 1, 1999 (23)",Austria,"1,80m",right,"Jan 15, 2019","Jun 30, 2025"
Tom Bischof,€3.50m,Attacking Midfield,"Jun 28, 2005 (17)",Germany,"1,76m",left,"Jul 1, 2021","Jun 30, 2025"
Muhammed Damar,€1.00m,Attacking Midfield,"Apr 9, 2004 (18)",Germany,"1,85m",both,"Jul 1, 2022","Jun 30, 2026"
Jacob Bruun Larsen,€4.00m,Left Winger,"Sep 19, 1998 (24)",Denmark,"1,83m",right,"Jan 31, 2020","Jun 30, 2024"
Kasper Dolberg,€9.00m,Centre-Forward,"Oct 6, 1997 (25)",Denmark,"1,87m",right,"Jan 2, 2023","Jun 30, 2023"
Andrej Kramaric,€9.00m,Centre-Forward,"Jun 19, 1991 (31)",Croatia,"1,77m",right,"Jul 1, 2016","Jun 30, 2025"
Ihlas Bebou,€7.00m,Centre-Forward,"Apr 23, 1994 (28)",Togo,"1,83m",right,"Jul 1, 2019","Jun 30, 2026"
Munas Dabbur,€4.00m,Centre-Forward,"May 14, 1992 (30)",Israel,"1,82m",right,"Jan 7, 2020","Jun 30, 2024"
Fisnik Asllani,€800k,Centre-Forward,"Aug 8, 2002 (20)",Germany,"1,88m",both,"Jan 4, 2022","Jun 30, 2026"
