name,price,position,dob,nationality,height,foot,join_date,contract_expiration
Oliver Christensen,€4.50m,Goalkeeper,"Mar 22, 1999 (23)",Denmark,"1,90m",right,"Aug 26, 2021","Jun 30, 2026"
Tjark Ernst,€400k,Goalkeeper,"Mar 15, 2003 (20)",Germany,"1,93m",both,"Sep 1, 2022","Jun 30, 2026"
Rune Jarstein,€300k,Goalkeeper,"Sep 29, 1984 (38)",Norway,"1,92m",right,"Jan 1, 2014","Jun 30, 2023"
Agustín Rogel,€4.50m,Centre-Back,"Oct 17, 1997 (25)",Uruguay,"1,91m",right,"Aug 31, 2022","Jun 30, 2026"
Marc Oliver Kempf,€4.50m,Centre-Back,"Jan 28, 1995 (28)",Germany,"1,86m",left,"Jan 25, 2022","Jun 30, 2026"
Filip Uremovic,€4.00m,Centre-Back,"Feb 11, 1997 (26)",Croatia,"1,84m",right,"Jul 1, 2022","Jun 30, 2026"
Márton Dárdai,€4.00m,Centre-Back,"Feb 12, 2002 (21)",Germany,"1,88m",left,"Jul 1, 2020","Jun 30, 2025"
Maximilian Mittelstädt,€2.00m,Left-Back,"Mar 18, 1997 (26)",Germany,"1,80m",left,"Aug 19, 2015","Jun 30, 2027"
Marvin Plattenhardt,€2.00m,Left-Back,"Jan 26, 1992 (31)",Germany,"1,81m",left,"Jul 1, 2014","Jun 30, 2023"
Lukas Ullrich,€350k,Left-Back,"Mar 16, 2004 (19)",Germany,"1,80m",left,-,"Jun 30, 2023"
Jonjoe Kenny,€4.00m,Right-Back,"Mar 15, 1997 (26)",England,"1,76m",right,"Jul 1, 2022","Jun 30, 2025"
Peter Pekarik,€500k,Right-Back,"Oct 30, 1986 (36)",Slovakia,"1,77m",right,"Aug 31, 2012","Jun 30, 2023"
Julian Eitschberger,€250k,Right-Back,"Mar 5, 2004 (19)",Germany,"1,79m",right,"Jul 1, 2022","Jun 30, 2026"
Lucas Tousart,€11.00m,Defensive Midfield,"Apr 29, 1997 (25)",France,"1,85m",right,"Jan 27, 2020","Jun 30, 2025"
Ivan Sunjic,€5.00m,Defensive Midfield,"Oct 9, 1996 (26)",Croatia,"1,85m",right,"Jul 5, 2022","Jun 30, 2023"
Tolga Cigerci,€1.00m,Defensive Midfield,"Mar 23, 1992 (30)",Turkey,"1,85m",right,"Jan 31, 2023","Jun 30, 2024"
Suat Serdar,€8.00m,Central Midfield,"Apr 11, 1997 (25)",Germany,"1,84m",right,"Jul 1, 2021","Jun 30, 2026"
Jean-Paul Boëtius,€3.00m,Attacking Midfield,"Mar 22, 1994 (28)",Netherlands,"1,78m",right,"Aug 8, 2022","Jun 30, 2025"
Kevin-Prince Boateng,€700k,Attacking Midfield,"Mar 6, 1987 (36)",Ghana,"1,86m",right,"Jul 1, 2021","Jun 30, 2023"
Chidera Ejuke,€7.50m,Left Winger,"Jan 2, 1998 (25)",Nigeria,"1,76m",right,"Jul 13, 2022","Jun 30, 2023"
Dodi Lukébakio,€12.00m,Right Winger,"Sep 24, 1997 (25)",Belgium,"1,87m",left,"Aug 1, 2019","Jun 30, 2024"
Marco Richter,€6.00m,Right Winger,"Nov 24, 1997 (25)",Germany,"1,76m",right,"Aug 9, 2021","Jun 30, 2025"
Kelian Nsona,€1.20m,Right Winger,"May 11, 2002 (20)",France,"1,89m",right,"Jan 31, 2022","Jun 30, 2026"
Wilfried Kanga,€4.00m,Centre-Forward,"Feb 21, 1998 (25)",Cote d'Ivoire,"1,89m",right,"Jul 30, 2022","Jun 30, 2026"
Florian Niederlechner,€2.20m,Centre-Forward,"Oct 24, 1990 (32)",Germany,"1,87m",right,"Jan 18, 2023","Jun 30, 2025"
Stevan Jovetic,€2.00m,Centre-Forward,"Nov 2, 1989 (33)",Montenegro,"1,83m",right,"Jul 27, 2021","Jun 30, 2023"
Jessic Ngankam,€2.00m,Centre-Forward,"Jul 20, 2000 (22)",Germany,"1,84m",right,"Jul 2, 2022","Jun 30, 2025"
Derry Scherhant,€300k,Centre-Forward,"Nov 10, 2002 (20)",Germany,"1,85m",right,"Jul 1, 2022","Jun 30, 2025"
