name,price,position,dob,nationality,height,foot,join_date,contract_expiration
Marvin Schwäbe,€5.00m,Goalkeeper,"Apr 25, 1995 (27)",Germany,"1,90m",right,"Jul 1, 2021","Jun 30, 2024"
Timo Horn,€1.50m,Goalkeeper,"May 12, 1993 (29)",Germany,"1,92m",left,"Jul 1, 2011","Jun 30, 2023"
Julian Roloff,€100k,Goalkeeper,"Jan 17, 2001 (22)",Germany,"1,92m",right,-,"Jun 30, 2024"
Matthias Köbbing,€25k,Goalkeeper,"May 28, 1997 (25)",Germany,"1,96m",both,"Mar 8, 2022","Jun 30, 2025"
Timo Hübers,€7.50m,Centre-Back,"Jul 20, 1996 (26)",Germany,"1,90m",right,"Jul 1, 2021","Jun 30, 2024"
Luca Kilian,€4.50m,Centre-Back,"Sep 1, 1999 (23)",Germany,"1,92m",right,"Jul 1, 2022","Jun 30, 2025"
Julian Chabot,€3.50m,Centre-Back,"Feb 12, 1998 (25)",Germany,"1,95m",left,"Jan 26, 2022","Jun 30, 2023"
Nikola Soldo,€1.50m,Centre-Back,"Jan 25, 2001 (22)",Croatia,"1,89m",right,"Sep 1, 2022","Jun 30, 2025"
Rijad Smajic,€200k,Centre-Back,"May 2, 2004 (18)",Bosnia-Herzegovina,"1,90m",,-,"Jun 30, 2025"
Elias Bakatukanda,-,Centre-Back,"Apr 13, 2004 (18)",Germany,"1,93m",both,-,"Jun 30, 2024"
Jonas Hector,€3.50m,Left-Back,"May 27, 1990 (32)",Germany,"1,85m",left,"Jul 1, 2012","Jun 30, 2023"
Kristian Pedersen,€1.50m,Left-Back,"Aug 4, 1994 (28)",Denmark,"1,89m",left,"Jul 1, 2022","Jun 30, 2024"
Benno Schmitz,€3.00m,Right-Back,"Nov 17, 1994 (28)",Germany,"1,82m",right,"Jul 1, 2018","Jun 30, 2024"
Kingsley Schindler,€1.00m,Right-Back,"Jul 12, 1993 (29)",Ghana,"1,83m",right,"Jul 1, 2019","Jun 30, 2023"
Ellyes Skhiri,€13.00m,Defensive Midfield,"May 10, 1995 (27)",Tunisia,"1,85m",right,"Jul 29, 2019","Jun 30, 2023"
Dejan Ljubicic,€10.00m,Defensive Midfield,"Oct 8, 1997 (25)",Austria,"1,87m",right,"Jul 1, 2021","Jun 30, 2025"
Eric Martel,€6.50m,Defensive Midfield,"Apr 29, 2002 (20)",Germany,"1,88m",right,"Jul 1, 2022","Jun 30, 2026"
Georg Strauch,€200k,Defensive Midfield,"Mar 30, 2001 (22)",Germany,"1,77m",right,-,"Jun 30, 2024"
Denis Huseinbasic,€5.00m,Central Midfield,"Jul 3, 2001 (21)",Germany,"1,84m",right,"Jul 1, 2022","Jun 30, 2025"
Mathias Olesen,€1.20m,Central Midfield,"Mar 21, 2001 (22)",Luxembourg,"1,88m",both,"Feb 4, 2022","Jun 30, 2025"
Joshua Schwirten,€200k,Central Midfield,"Jan 7, 2002 (21)",Germany,"1,82m",both,-,"Jun 30, 2023"
Florian Kainz,€4.00m,Left Winger,"Oct 24, 1992 (30)",Austria,"1,76m",both,"Jan 18, 2019","Jun 30, 2025"
Jan Thielmann,€7.50m,Right Winger,"May 26, 2002 (20)",Germany,"1,78m",right,"Jan 17, 2020","Jun 30, 2024"
Linton Maina,€4.50m,Right Winger,"Jun 23, 1999 (23)",Germany,"1,80m",right,"Jul 1, 2022","Jun 30, 2025"
Dimitrios Limnios,€2.00m,Right Winger,"May 27, 1998 (24)",Greece,"1,78m",right,"Sep 21, 2020","Jun 30, 2024"
Justin Diehl,€500k,Second Striker,"Nov 27, 2004 (18)",Germany,"1,74m",,-,"Jun 30, 2024"
Damion Downs,-,Second Striker,"Jul 6, 2004 (18)",Germany,"1,92m",right,-,-
Steffen Tigges,€3.50m,Centre-Forward,"Jul 31, 1998 (24)",Germany,"1,94m",left,"Jul 1, 2022","Jun 30, 2026"
Mark Uth,€3.00m,Centre-Forward,"Aug 24, 1991 (31)",Germany,"1,85m",left,"Jul 1, 2021","Jun 30, 2025"
Sargis Adamyan,€2.00m,Centre-Forward,"May 23, 1993 (29)",Armenia,"1,84m",right,"Jul 5, 2022","Jun 30, 2026"
Tim Lemperle,€2.00m,Centre-Forward,"Feb 5, 2002 (21)",Germany,"1,89m",right,"Jul 1, 2020","Jun 30, 2025"
Davie Selke,€1.80m,Centre-Forward,"Jan 20, 1995 (28)",Germany,"1,95m",right,"Jan 2, 2023","Jun 30, 2024"
Sebastian Andersson,€1.00m,Centre-Forward,"Jul 15, 1991 (31)",Sweden,"1,90m",right,"Sep 15, 2020","Jun 30, 2023"
Florian Dietz,€1.00m,Centre-Forward,"Aug 3, 1998 (24)",Germany,"1,90m",right,"Jul 1, 2022","Jun 30, 2025"
Maximilian Schmid,€200k,Centre-Forward,"Mar 5, 2003 (20)",Germany,"1,84m",right,-,"Jun 30, 2024"
