name,price,position,dob,nationality,height,foot,join_date,contract_expiration
Jiri Pavlenka,€3.00m,Goalkeeper,"Apr 14, 1992 (30)",Czech Republic,"1,96m",right,"Jul 1, 2017","Jun 30, 2025"
Michael Zetterer,€500k,Goalkeeper,"Jul 12, 1995 (27)",Germany,"1,87m",both,"Jan 27, 2015",-
Mio Backhaus,€300k,Goalkeeper,"Apr 16, 2004 (18)",Germany,"1,94m",right,-,-
Dudu,€200k,Goalkeeper,"Feb 10, 1999 (24)",Germany,"1,96m",right,"Jul 1, 2020","Jun 30, 2024"
Louis Lord,€150k,Goalkeeper,"Oct 22, 2003 (19)",Germany,"1,90m",,-,-
Marco Friedl,€6.50m,Centre-Back,"Mar 16, 1998 (25)",Austria,"1,87m",left,"Jul 1, 2019","Jun 30, 2026"
Amos Pieper,€6.00m,Centre-Back,"Jan 17, 1998 (25)",Germany,"1,92m",right,"Jul 1, 2022","Jun 30, 2026"
Milos Veljkovic,€5.00m,Centre-Back,"Sep 26, 1995 (27)",Serbia,"1,88m",right,"Feb 1, 2016","Jun 30, 2025"
Niklas Stark,€4.50m,Centre-Back,"Apr 14, 1995 (27)",Germany,"1,90m",right,"Jul 1, 2022","Jun 30, 2026"
Fabio Chiarodia,€1.00m,Centre-Back,"Jun 5, 2005 (17)",Italy,"1,86m",left,"Oct 7, 2021","Jun 30, 2024"
Lee Buchanan,€3.50m,Left-Back,"Mar 7, 2001 (22)",England,"1,79m",left,"Jul 4, 2022","Jun 30, 2026"
Anthony Jung,€1.00m,Left-Back,"Nov 3, 1991 (31)",Germany,"1,86m",left,"Jul 1, 2021","Jun 30, 2024"
Mitchell Weiser,€3.50m,Right-Back,"Apr 21, 1994 (28)",Germany,"1,77m",right,"Jul 15, 2022","Jun 30, 2024"
Felix Agu,€1.50m,Right-Back,"Sep 27, 1999 (23)",Germany,"1,80m",right,"Jul 1, 2020","Jun 30, 2024"
Ilia Gruev,€3.00m,Defensive Midfield,"May 6, 2000 (22)",Bulgaria,"1,85m",left,"Jul 1, 2019","Jun 30, 2025"
Christian Groß,€500k,Defensive Midfield,"Feb 8, 1989 (34)",Germany,"1,82m",both,"Aug 1, 2020","Jun 30, 2024"
Dikeni Salifou,€200k,Defensive Midfield,"Jun 8, 2003 (19)",Togo,"1,91m",right,"Jul 1, 2022",-
Jens Stage,€3.50m,Central Midfield,"Nov 8, 1996 (26)",Denmark,"1,87m",right,"Jul 1, 2022","Jun 30, 2026"
Jean Manuel Mbom,€1.50m,Central Midfield,"Feb 24, 2000 (23)",Germany,"1,85m",right,"Jul 1, 2018",-
Romano Schmid,€4.50m,Attacking Midfield,"Jan 27, 2000 (23)",Austria,"1,68m",right,"Jan 3, 2019","Jun 30, 2025"
Leonardo Bittencourt,€3.50m,Attacking Midfield,"Dec 19, 1993 (29)",Germany,"1,71m",right,"Jul 15, 2020",-
Niklas Schmidt,€1.50m,Attacking Midfield,"Mar 1, 1998 (25)",Germany,"1,84m",both,"Jul 1, 2017","Jun 30, 2025"
Maximilian Philipp,€2.50m,Second Striker,"Mar 1, 1994 (29)",Germany,"1,83m",right,"Jan 30, 2023","Jun 30, 2023"
Niclas Füllkrug,€10.00m,Centre-Forward,"Feb 9, 1993 (30)",Germany,"1,89m",right,"Jul 1, 2019","Jun 30, 2025"
Marvin Ducksch,€5.00m,Centre-Forward,"Mar 7, 1994 (29)",Germany,"1,88m",right,"Aug 25, 2021","Jun 30, 2024"
Eren Dinkci,€700k,Centre-Forward,"Dec 13, 2001 (21)",Germany,"1,88m",right,"Jan 1, 2021","Jun 30, 2025"
