name,price,position,dob,nationality,height,foot,join_date,contract_expiration
Kevin Trapp,€8.50m,Goalkeeper,"Jul 8, 1990 (32)",Germany,"1,89m",right,"Aug 7, 2019","Jun 30, 2026"
Diant Ramaj,€750k,Goalkeeper,"Sep 19, 2001 (21)",Germany,"1,89m",both,"Jul 1, 2021","Jun 30, 2027"
Jens Grahl,€200k,Goalkeeper,"Sep 22, 1988 (34)",Germany,"1,92m",right,"Jul 19, 2021","Jun 30, 2026"
Simon Simoni,€200k,Goalkeeper,"Jul 14, 2004 (18)",Albania,"1,92m",right,"Jan 1, 2023","Jun 30, 2027"
Evan Ndicka,€32.00m,Centre-Back,"Aug 20, 1999 (23)",France,"1,92m",left,"Jul 5, 2018","Jun 30, 2023"
Tuta,€15.00m,Centre-Back,"Jul 4, 1999 (23)",Brazil,"1,85m",right,"Jan 31, 2019","Jun 30, 2026"
Almamy Touré,€3.50m,Centre-Back,"Apr 28, 1996 (26)",Mali,"1,83m",right,"Jan 31, 2019","Jun 30, 2023"
Hrvoje Smolcic,€3.00m,Centre-Back,"Aug 17, 2000 (22)",Croatia,"1,85m",left,"Jul 1, 2022","Jun 30, 2027"
Makoto Hasebe,€800k,Centre-Back,"Jan 18, 1984 (39)",Japan,"1,80m",right,"Jul 1, 2014","Jun 30, 2023"
Philipp Max,€6.00m,Left-Back,"Sep 30, 1993 (29)",Germany,"1,77m",left,"Jan 31, 2023","Jun 30, 2023"
Christopher Lenz,€5.00m,Left-Back,"Sep 22, 1994 (28)",Germany,"1,80m",left,"Jul 1, 2021","Jun 30, 2024"
Jan Schröder,€200k,Left-Back,"Apr 15, 2003 (19)",Germany,"1,82m",left,"Aug 20, 2021","Jun 30, 2023"
Aurélio Buta,€3.00m,Right-Back,"Feb 10, 1997 (26)",Portugal,"1,72m",right,"Jul 1, 2022","Jun 30, 2026"
Timothy Chandler,€1.20m,Right-Back,"Mar 29, 1990 (32)",United States,"1,86m",right,"Jul 1, 2014","Jun 30, 2025"
Kristijan Jakic,€9.00m,Defensive Midfield,"May 14, 1997 (25)",Croatia,"1,81m",right,"Jul 1, 2022","Jun 30, 2026"
Djibril Sow,€22.00m,Central Midfield,"Feb 6, 1997 (26)",Switzerland,"1,84m",right,"Jul 1, 2019","Jun 30, 2024"
Sebastian Rode,€2.50m,Central Midfield,"Oct 11, 1990 (32)",Germany,"1,79m",right,"Jul 27, 2019","Jun 30, 2024"
Marcel Wenig,€800k,Central Midfield,"May 4, 2004 (18)",Germany,"1,88m",right,"Jul 1, 2022","Jun 30, 2025"
Mehdi Loune,€300k,Central Midfield,"May 14, 2004 (18)",Germany,"1,72m",,"Jul 1, 2022","Jun 30, 2025"
Junior Dina Ebimbe,€7.50m,Right Midfield,"Nov 21, 2000 (22)",France,"1,84m",right,"Aug 21, 2022","Jun 30, 2023"
Daichi Kamada,€30.00m,Attacking Midfield,"Aug 5, 1996 (26)",Japan,"1,84m",right,"Jul 1, 2017","Jun 30, 2023"
Jesper Lindström,€28.00m,Attacking Midfield,"Feb 29, 2000 (23)",Denmark,"1,82m",right,"Jul 11, 2021","Jun 30, 2026"
Mario Götze,€13.00m,Attacking Midfield,"Jun 3, 1992 (30)",Germany,"1,76m",right,"Jul 1, 2022","Jun 30, 2025"
Paxten Aaronson,€4.50m,Attacking Midfield,"Aug 26, 2003 (19)",United States,"1,75m",right,"Jan 1, 2023","Jun 30, 2027"
Faride Alidou,€2.50m,Left Winger,"Jul 18, 2001 (21)",Germany,"1,86m",right,"Jul 1, 2022","Jun 30, 2026"
Ansgar Knauff,€10.00m,Right Winger,"Jan 10, 2002 (21)",Germany,"1,80m",right,"Jan 20, 2022","Jun 30, 2023"
Randal Kolo Muani,€37.00m,Centre-Forward,"Dec 5, 1998 (24)",France,"1,87m",right,"Jul 1, 2022","Jun 30, 2027"
Rafael Borré,€16.00m,Centre-Forward,"Sep 15, 1995 (27)",Colombia,"1,74m",right,"Jul 5, 2021","Jun 30, 2025"
Lucas Alario,€5.50m,Centre-Forward,"Oct 8, 1992 (30)",Argentina,"1,85m",right,"Jul 1, 2022","Jun 30, 2025"
Nacho Ferri,-,Centre-Forward,"Oct 5, 2004 (18)",Spain,"1,92m",right,"Oct 5, 2022","Jun 30, 2025"
