name,price,position,dob,nationality,height,foot,join_date,contract_expiration
Manuel Neuer,€12.00m,Goalkeeper,"Mar 27, 1986 (36)",Germany,"1,93m",right,"Jul 1, 2011","Jun 30, 2024"
Yann Sommer,€5.00m,Goalkeeper,"Dec 17, 1988 (34)",Switzerland,"1,83m",right,"Jan 19, 2023","Jun 30, 2025"
Sven Ulreich,€900k,Goalkeeper,"Aug 3, 1988 (34)",Germany,"1,92m",right,"Jul 1, 2021","Jun 30, 2024"
Johannes Schenk,€300k,Goalkeeper,"Jan 13, 2003 (20)",Germany,"1,91m",,"Jul 1, 2022","Jun 30, 2024"
Matthijs de Ligt,€70.00m,Centre-Back,"Aug 12, 1999 (23)",Netherlands,"1,89m",right,"Jul 19, 2022","Jun 30, 2027"
Dayot Upamecano,€60.00m,Centre-Back,"Oct 27, 1998 (24)",France,"1,86m",right,"Jul 5, 2021","Jun 30, 2026"
Lucas Hernández,€50.00m,Centre-Back,"Feb 14, 1996 (27)",France,"1,84m",left,"Jul 1, 2019","Jun 30, 2024"
Alphonso Davies,€70.00m,Left-Back,"Nov 2, 2000 (22)",Canada,"1,85m",left,"Jan 1, 2019","Jun 30, 2025"
Daley Blind,€6.00m,Left-Back,"Mar 9, 1990 (33)",Netherlands,"1,80m",left,"Jan 5, 2023","Jun 30, 2023"
João Cancelo,€70.00m,Right-Back,"May 27, 1994 (28)",Portugal,"1,82m",right,"Jan 31, 2023","Jun 30, 2023"
Benjamin Pavard,€35.00m,Right-Back,"Mar 28, 1996 (26)",France,"1,86m",right,"Jul 1, 2019","Jun 30, 2024"
Noussair Mazraoui,€28.00m,Right-Back,"Nov 14, 1997 (25)",Morocco,"1,83m",right,"Jul 1, 2022","Jun 30, 2026"
Josip Stanisic,€8.00m,Right-Back,"Apr 2, 2000 (22)",Croatia,"1,87m",both,"Aug 1, 2021","Jun 30, 2026"
Bouna Sarr,€2.50m,Right-Back,"Jan 31, 1992 (31)",Senegal,"1,77m",right,"Oct 5, 2020","Jun 30, 2024"
Joshua Kimmich,€80.00m,Defensive Midfield,"Feb 8, 1995 (28)",Germany,"1,77m",right,"Jul 2, 2015","Jun 30, 2025"
Leon Goretzka,€65.00m,Central Midfield,"Feb 6, 1995 (28)",Germany,"1,89m",right,"Jul 1, 2018","Jun 30, 2026"
Ryan Gravenberch,€30.00m,Central Midfield,"May 16, 2002 (20)",Netherlands,"1,90m",right,"Jul 1, 2022","Jun 30, 2027"
Jamal Musiala,€100.00m,Attacking Midfield,"Feb 26, 2003 (20)",Germany,"1,84m",right,"Jul 1, 2020","Jun 30, 2026"
Paul Wanner,€3.00m,Attacking Midfield,"Dec 23, 2005 (17)",Germany,"1,85m",left,"Jan 31, 2022","Jun 30, 2027"
Arijon Ibrahimovic,€1.00m,Attacking Midfield,"Dec 11, 2005 (17)",Germany,"1,76m",right,"Jan 17, 2023","Jun 30, 2025"
Kingsley Coman,€60.00m,Left Winger,"Jun 13, 1996 (26)",France,"1,81m",right,"Jul 1, 2017","Jun 30, 2027"
Sadio Mané,€60.00m,Left Winger,"Apr 10, 1992 (30)",Senegal,"1,74m",right,"Jul 1, 2022","Jun 30, 2025"
Leroy Sané,€70.00m,Right Winger,"Jan 11, 1996 (27)",Germany,"1,83m",left,"Jul 15, 2020","Jun 30, 2025"
Serge Gnabry,€65.00m,Right Winger,"Jul 14, 1995 (27)",Germany,"1,76m",right,"Jul 1, 2017","Jun 30, 2026"
Thomas Müller,€18.00m,Second Striker,"Sep 13, 1989 (33)",Germany,"1,85m",right,"Jul 1, 2009","Jun 30, 2024"
Mathys Tel,€20.00m,Centre-Forward,"Apr 27, 2005 (17)",France,"1,83m",right,"Jul 26, 2022","Jun 30, 2025"
Eric Maxim Choupo-Moting,€6.00m,Centre-Forward,"Mar 23, 1989 (33)",Cameroon,"1,91m",right,"Oct 5, 2020","Jun 30, 2024"
