name,price,position,dob,nationality,height,foot,join_date,contract_expiration
Péter Gulácsi,€6.00m,Goalkeeper,"May 6, 1990 (32)",Hungary,"1,90m",right,"Jul 1, 2015","Jun 30, 2025"
Janis Blaswich,€1.00m,Goalkeeper,"May 2, 1991 (31)",Germany,"1,93m",right,"Jul 1, 2022","Jun 30, 2025"
Örjan Nyland,€600k,Goalkeeper,"Sep 10, 1990 (32)",Norway,"1,92m",right,"Oct 9, 2022","Jun 30, 2023"
Jonas Nickisch,€200k,Goalkeeper,"May 21, 2004 (18)",Germany,"1,90m",both,-,"Jun 30, 2023"
Timo Schlieck,€200k,Goalkeeper,"Mar 2, 2006 (17)",Germany,"1,95m",right,-,"Jun 30, 2023"
Oskar Preil,-,Goalkeeper,"Sep 14, 2003 (19)",Germany,"1,87m",right,"Jul 1, 2022","Jun 30, 2023"
Josko Gvardiol,€75.00m,Centre-Back,"Jan 23, 2002 (21)",Croatia,"1,85m",left,"Jul 1, 2021","Jun 30, 2027"
Mohamed Simakan,€28.00m,Centre-Back,"May 3, 2000 (22)",France,"1,87m",right,"Jul 1, 2021","Jun 30, 2027"
Abdou Diallo,€15.00m,Centre-Back,"May 4, 1996 (26)",Senegal,"1,87m",left,"Sep 1, 2022","Jun 30, 2023"
Willi Orbán,€10.00m,Centre-Back,"Nov 3, 1992 (30)",Hungary,"1,86m",right,"Jul 1, 2015","Jun 30, 2025"
David Raum,€26.00m,Left-Back,"Apr 22, 1998 (24)",Germany,"1,80m",left,"Jul 31, 2022","Jun 30, 2027"
Marcel Halstenberg,€4.00m,Left-Back,"Sep 27, 1991 (31)",Germany,"1,88m",left,"Aug 31, 2015","Jun 30, 2024"
Sanoussy Ba,€500k,Left-Back,"Jan 5, 2004 (19)",Germany,"1,84m",both,"Jul 1, 2022","Jun 30, 2025"
Benjamin Henrichs,€15.00m,Right-Back,"Feb 23, 1997 (26)",Germany,"1,85m",right,"Jul 1, 2021","Jun 30, 2025"
Lukas Klostermann,€14.00m,Right-Back,"Jun 3, 1996 (26)",Germany,"1,89m",right,"Aug 22, 2014","Jun 30, 2024"
Konrad Laimer,€28.00m,Central Midfield,"May 27, 1997 (25)",Austria,"1,80m",right,"Jul 1, 2017","Jun 30, 2023"
Xaver Schlager,€22.00m,Central Midfield,"Sep 28, 1997 (25)",Austria,"1,74m",left,"Jul 1, 2022","Jun 30, 2026"
Amadou Haidara,€17.00m,Central Midfield,"Jan 31, 1998 (25)",Mali,"1,75m",right,"Jan 1, 2019","Jun 30, 2025"
Kevin Kampl,€5.00m,Central Midfield,"Oct 9, 1990 (32)",Slovenia,"1,78m",right,"Aug 31, 2017","Jun 30, 2024"
Dani Olmo,€40.00m,Attacking Midfield,"May 7, 1998 (24)",Spain,"1,79m",right,"Jan 25, 2020","Jun 30, 2024"
Dominik Szoboszlai,€35.00m,Attacking Midfield,"Oct 25, 2000 (22)",Hungary,"1,87m",right,"Jan 1, 2021","Jun 30, 2026"
Emil Forsberg,€9.00m,Attacking Midfield,"Oct 23, 1991 (31)",Sweden,"1,77m",right,"Jan 7, 2015","Jun 30, 2025"
Caden Clark,€2.80m,Attacking Midfield,"May 27, 2003 (19)",United States,"1,80m",right,"Jul 1, 2021","Jun 30, 2025"
Christopher Nkunku,€80.00m,Second Striker,"Nov 14, 1997 (25)",France,"1,78m",right,"Jul 18, 2019","Jun 30, 2026"
Timo Werner,€25.00m,Centre-Forward,"Mar 6, 1996 (27)",Germany,"1,80m",right,"Aug 9, 2022","Jun 30, 2026"
André Silva,€24.00m,Centre-Forward,"Nov 6, 1995 (27)",Portugal,"1,85m",right,"Jul 2, 2021","Jun 30, 2026"
Yussuf Poulsen,€10.00m,Centre-Forward,"Jun 15, 1994 (28)",Denmark,"1,92m",right,"Jul 4, 2013","Jun 30, 2024"
