name,price,position,dob,nationality,height,foot,join_date,contract_expiration
Rafal Gikiewicz,€1.20m,Goalkeeper,"Oct 26, 1987 (35)",Poland,"1,90m",right,"Jul 1, 2020","Jun 30, 2023"
Tomas Koubek,€1.00m,Goalkeeper,"Aug 26, 1992 (30)",Czech Republic,"1,97m",right,"Aug 6, 2019","Jun 30, 2024"
Daniel Klein,€300k,Goalkeeper,"Mar 13, 2001 (22)",Germany,"1,93m",right,"Jul 2, 2021","Jun 30, 2025"
Benjamin Leneis,€150k,Goalkeeper,"Mar 8, 1999 (24)",Germany,"1,95m",both,"Oct 24, 2018","Jun 30, 2023"
Reece Oxford,€12.00m,Centre-Back,"Dec 16, 1998 (24)",England,"1,90m",right,"Aug 2, 2019","Jun 30, 2025"
Felix Uduokhai,€10.00m,Centre-Back,"Sep 9, 1997 (25)",Germany,"1,92m",left,"Jul 1, 2020","Jun 30, 2024"
Jeffrey Gouweleeuw,€3.50m,Centre-Back,"Jul 10, 1991 (31)",Netherlands,"1,87m",right,"Jan 9, 2016","Jun 30, 2024"
Maximilian Bauer,€3.50m,Centre-Back,"Feb 9, 2000 (23)",Germany,"1,89m",right,"Jul 1, 2022","Jun 30, 2027"
Iago,€5.50m,Left-Back,"Mar 23, 1997 (25)",Brazil,"1,81m",left,"Jul 1, 2019","Jun 30, 2024"
Mads Pedersen,€2.50m,Left-Back,"Sep 1, 1996 (26)",Denmark,"1,74m",left,"Jul 1, 2019","Jun 30, 2024"
David Colina,€1.50m,Left-Back,"Jul 19, 2000 (22)",Croatia,"1,74m",left,"Jan 14, 2023","Jun 30, 2027"
Aaron Zehnter,€300k,Left-Back,"Oct 31, 2004 (18)",Germany,"1,80m",left,"Jul 1, 2022","Jun 30, 2024"
Robert Gumny,€3.50m,Right-Back,"Jun 4, 1998 (24)",Poland,"1,82m",right,"Sep 2, 2020","Jun 30, 2025"
Niklas Dorsch,€10.00m,Defensive Midfield,"Jan 15, 1998 (25)",Germany,"1,78m",right,"Jul 8, 2021","Jun 30, 2026"
Renato Veiga,€1.00m,Defensive Midfield,"Jul 29, 2003 (19)",Portugal,"1,90m",left,"Jan 31, 2023","Dec 31, 2023"
Tobias Strobl,€700k,Defensive Midfield,"May 12, 1990 (32)",Germany,"1,88m",right,"Jul 1, 2020","Jun 30, 2023"
Julian Baumgartlinger,€600k,Defensive Midfield,"Jan 2, 1988 (35)",Austria,"1,84m",right,"Aug 16, 2022","Jun 30, 2023"
Arne Maier,€5.50m,Central Midfield,"Jan 8, 1999 (24)",Germany,"1,86m",right,"Jul 1, 2022","Jun 30, 2025"
Elvis Rexhbecaj,€3.50m,Central Midfield,"Nov 1, 1997 (25)",Germany,"1,82m",left,"Jul 27, 2022","Jun 30, 2026"
Arne Engels,€500k,Central Midfield,"Sep 8, 2003 (19)",Belgium,"1,85m",right,"Jan 3, 2023","Jun 30, 2027"
Fredrik Jensen,€2.50m,Attacking Midfield,"Sep 9, 1997 (25)",Finland,"1,83m",right,"Jul 1, 2018","Jun 30, 2025"
Mert Kömür,-,Attacking Midfield,"Jul 17, 2005 (17)",Germany,"1,83m",both,-,"Jun 30, 2027"
Rubén Vargas,€6.00m,Left Winger,"Aug 5, 1998 (24)",Switzerland,"1,79m",right,"Jul 1, 2019","Jun 30, 2025"
Nathanaël Mbuku,€5.00m,Left Winger,"Mar 16, 2002 (21)",France,"1,70m",left,"Jan 30, 2023","Jun 30, 2027"
André Hahn,€2.00m,Right Winger,"Aug 13, 1990 (32)",Germany,"1,85m",right,"Jul 1, 2018","Jun 30, 2023"
Noah Joel Sarenren Bazee,€800k,Right Winger,"Aug 21, 1996 (26)",Germany,"1,83m",right,"Jul 1, 2019","Jun 30, 2024"
Daniel Caligiuri,€600k,Right Winger,"Jan 15, 1988 (35)",Italy,"1,82m",right,"Jul 1, 2020","Jun 30, 2023"
Ermedin Demirovic,€9.00m,Centre-Forward,"Mar 25, 1998 (24)",Bosnia-Herzegovina,"1,85m",right,"Jul 8, 2022","Jun 30, 2026"
Dion Beljo,€6.50m,Centre-Forward,"Mar 1, 2002 (21)",Croatia,"1,95m",left,"Jan 13, 2023","Jun 30, 2027"
Mergim Berisha,€6.00m,Centre-Forward,"May 11, 1998 (24)",Germany,"1,88m",right,"Aug 31, 2022","Jun 30, 2023"
Kelvin Yeboah,€3.50m,Centre-Forward,"May 6, 2000 (22)",Italy,"1,85m",right,"Jan 18, 2023","Jun 30, 2023"
Irvin Cardona,€2.50m,Centre-Forward,"Aug 8, 1997 (25)",France,"1,85m",right,"Jan 18, 2023","Jun 30, 2027"
